Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,1.4,0.52,-0.74,5.78,-1.02,5.3,-0.53,0
Other Operating Activities,-1.91,-0.87,-0.74,-5.96,1,-5.34,0.24,-
Operating Cash Flow,-0.51,-0.35,-1.48,-0.18,-0.02,-0.04,-0.28,0
Change in Investments,201.02,0.22,0,0,0,0,0,0
Other Investing Activities,-,-,-,-,0.01,-0.01,-,-
Investing Cash Flow,201.02,0.22,0,0,0.01,-0.01,0,0
Share Issuance / Repurchase,-199.6,0,0,0,0,0.02,224.33,0
Debt Issued / Paid,0.3,0,0,0,0,0,0,0
Other Financing Activities,-,-,-,-,-,-,6.6,-
Financing Cash Flow,-199.3,0,0,0,0,0.02,230.93,0
Net Cash Flow,1.21,-0.13,-0.28,-0.18,-0.01,-0.02,0.65,0
Free Cash Flow,-0.51,-0.35,-1.48,-0.18,-0.02,-0.04,-0.28,0
Free Cash Flow Per Share,-0.02,-0.01,-0.05,-0.01,-0.00,-0.00,-0.02,-
