Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,6.25,7.78,4.46,7.49,6.9,7.31,7.4,7.06,8.79,6.77,2.85,5.44,4.17,5.46,5.31,3.65,5.09,5.68,5.59,6.37,4.38,1.94,3.94,4.12,3.43,4.23,4.09,3.87,3.57,4.07,4.23,4.36,3.82,4.37,4.27,4.16,4.29,4.23,4.69,4.97,Upgrade
Depreciation & Amortization,0.57,0.61,0.77,0.51,0.51,0.53,0.52,0.53,0.55,0.55,0.53,0.45,0.45,0.43,0.47,0.42,0.43,0.44,0.47,0.44,0.41,0.4,0.41,0.42,0.4,0.4,0.4,0.38,0.41,0.43,0.49,0.5,0.47,0.48,0.49,0.5,0.51,0.51,0.52,0.52,Upgrade
Share-Based Compensation,0.38,0.09,0.39,0.41,0.37,0.24,0.35,0.28,0.34,0.38,0.25,0.23,0.19,0.15,0.22,0.2,0.23,0.36,0.16,0.16,0.18,0.15,0.15,0.15,0.17,0.1,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.1,0.08,0.17,0.21,0.09,0.11,0.21,Upgrade
Other Operating Activities,2.35,-0.42,6.91,-0.04,-2.12,1.63,1.46,1.83,-3.97,2.48,5.22,-4.49,-0.68,0.14,2.7,0.5,-2.92,0.96,0.04,-1.09,1.36,1.85,2.94,-1.28,0.17,-0.06,0.61,0.43,-0.41,-0.21,0.52,1.14,-0.73,0.87,-1.64,1.99,1.44,-0.69,2.84,5.7,Upgrade
Operating Cash Flow,9.55,8.06,12.52,8.37,5.65,9.71,9.72,9.7,5.71,10.18,8.84,1.63,4.13,6.19,8.69,4.76,2.82,7.44,6.25,5.88,6.33,4.34,7.44,3.42,4.18,4.67,5.26,4.84,3.74,4.43,5.4,6.15,3.71,5.81,3.2,6.82,6.45,4.14,8.16,11.4,Upgrade
Operating Cash Flow Growth,69.07%,-17.00%,28.79%,-13.70%,-1.14%,-4.66%,9.96%,494.97%,38.43%,64.66%,1.74%,-65.79%,46.35%,-16.81%,39.07%,-18.94%,-55.45%,71.16%,-15.98%,72.04%,51.62%,-7.04%,41.51%,-29.47%,11.72%,5.49%,-2.63%,-21.23%,0.75%,-23.80%,68.82%,-9.83%,-42.51%,40.50%,-60.78%,-40.17%,-6.28%,-59.84%,-1.02%,99.86%,Upgrade
Capital Expenditures,-0.28,-0.3,-0.83,-1.17,-0.99,-0.64,-0.43,-0.42,0.26,-0.59,-0.47,-0.79,-1.3,-1.57,-0.38,-0.43,-0.5,-0.21,-0.28,-0.22,-0.47,-0.49,-0.27,-0.19,-0.75,-0.39,-0.47,-0.34,-0.38,-0.31,-0.19,-0.17,-0.37,-0.32,-0.23,-0.12,-0.09,-0.32,-0.02,-0.16,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,0,0,75.96,0,0,0,0,-1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Change in Investments,26.71,-54.48,-19.01,-141.43,-17.34,-74.5,-28.44,-12.78,11.4,42.21,12.09,-60.36,27.28,-33.13,-18.88,64.58,12.02,-5.85,-16.15,-12.92,10.4,-12.86,-22.8,-3.39,8.26,-6.87,-8.79,-29.19,14.87,11.77,20.15,-10.64,-6.5,-5.89,-6.41,-22.16,24.23,-9.78,-0.06,-9.26,Upgrade
Other Investing Activities,0.07,0.34,0.12,0.18,0.21,0.9,0.19,0.22,0.36,1.01,0.14,0.06,1.32,0.08,1.56,0.08,1.02,1.09,0.18,2.12,0.65,0.4,0.46,0.2,0.52,0.24,0.1,1.77,0.05,0.84,1.73,1.91,0.19,1.04,0.09,0.11,0.27,-,0.24,0.01,Upgrade
Investing Cash Flow,26.51,-54.44,-19.71,-142.42,-18.12,-74.25,-28.68,-12.98,12.01,42.63,87.73,-61.08,27.31,-34.62,-17.7,62.45,12.54,-4.97,-16.24,-11.02,10.59,-12.95,-22.61,-3.38,8.03,-7.02,-9.15,-27.76,14.54,12.3,21.69,-8.91,-6.67,-5.18,-6.55,-22.16,24.41,-10.1,0.17,-9.41,Upgrade
Dividends Paid,-3.95,-3.94,-3.94,-3.97,-4.02,-4,-4.02,-4.05,-3.91,-3.9,-3.9,-3.34,-3.33,-3.33,-3.33,-3.32,-4.06,-2.95,-2.94,-2.93,-2.93,-2.81,-2.81,-2.79,-2.74,-2.78,-2.78,-2.77,-2.79,-2.8,-2.81,-2.81,-2.83,-2.83,-2.86,-2.86,-2.85,-2.74,-2.73,-2.73,Upgrade
