Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.41,0.72,0.08,-0.18,-0.08,0,-0.03
Other Operating Activities,1.38,-0.83,-0.15,-0.53,0.14,-,0.03
Operating Cash Flow,2.79,-0.11,-0.07,-0.71,0.06,0,0
Operating Cash Flow Growth,4820.21%,-,-,-,-,-,-
Share Issuance / Repurchase,0,0,0,0,206,0,0
Debt Issued / Paid,-0.11,0.11,0,0,-0.24,0,0
Other Financing Activities,0.15,-0.15,-,-,-0.44,-,-
Financing Cash Flow,0.05,-0.05,0,0,205.31,0,0
Net Cash Flow,-0.06,-0.16,-0.04,-0.71,1.37,0,0
Free Cash Flow,2.79,-0.11,-0.07,-0.71,0.06,0,0
Free Cash Flow Growth,4820.21%,-,-,-,-,-,-
Free Cash Flow Per Share,0.11,-0.01,-0.00,-0.03,0.01,-,-
