Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,-0.31,-0.42,-0.19,-0.36,-0.58,-0,-0,0,-0
Other Operating Activities,-0.08,0.3,0.02,0.03,-0.36,0,-0,-,0
Operating Cash Flow,-0.39,-0.12,-0.17,-0.33,-0.94,-0,-0,0,0
Change in Investments,95.7,0,0,0,-116.15,0,0,0,0
Investing Cash Flow,95.7,0,0,0,-116.15,0,0,0,0
Share Issuance / Repurchase,-96.05,0,0,0,112.7,0,0,0,0
Debt Issued / Paid,0.34,0.36,0,0,-0.18,0.03,0.15,0,0
Other Financing Activities,-,-,-,-0.01,5.07,-0.05,-0.15,-0,-
Financing Cash Flow,-95.72,0.36,0,-0.01,117.59,-0.02,0,0,0
Net Cash Flow,-0.4,0.54,-0.17,-0.34,0.5,-0.02,0,0,0
Free Cash Flow,-0.39,-0.12,-0.17,-0.33,-0.94,-0,-0,0,0
Free Cash Flow Per Share,-0.03,-0.01,-0.01,-0.02,-0.17,-,-,-,-
