Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,-45.29,-6.77,-98.3,-210.68,-196.92,30.47,1.29,109.18,107,166.74,118.86,228.21,-139.2,31.69,69.28,83.25,135.87,-81.88,58.58,60.18,-42.61,19.78,46.49,51.63,26.98,-26.08,26.93,48.87,23.32,23.41,15.27,9.64,26.17,-20.96,31.3,94.96,72.65,15.38,39.57,-9.26,Upgrade
Depreciation & Amortization,17.41,17.74,18.95,23.45,22.25,22.19,20.02,19.26,17.58,17.85,17.64,16.96,16.03,17.32,16.25,16.08,15.09,15.06,15.16,14.42,14.15,13.73,14.09,14.26,13.27,13.68,13.66,13.04,12.88,27.87,6.22,6.64,7.11,7.91,6.75,6.63,6.76,6.87,6.8,8.1,Upgrade
Share-Based Compensation,0,-0.02,0,0,0,-0.11,0.04,0.04,0.04,-0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.02,0,0,0.02,0.04,0.04,0.04,0.04,0.04,-2.7,0.55,1.33,0.96,1.39,1.51,0.67,0.4,0.81,0.31,-0.38,Upgrade
Other Operating Activities,46.05,56.76,169.32,275.56,281.24,21,89.44,14.24,49.91,-22.12,47.14,-82.77,220.29,57.04,62.4,-8.43,23.72,125.02,67.34,31.08,106.79,31.44,41.14,34.61,33.94,90.23,67.4,-5.94,13.55,-7.01,53.48,44.13,-22.78,58.69,31.55,-23.32,-30.36,17.03,26.58,39.8,Upgrade
Operating Cash Flow,18.17,67.72,89.97,88.33,106.58,73.56,110.79,142.72,174.52,162.36,183.67,162.44,97.15,106.09,147.97,90.94,174.69,58.24,141.12,105.72,78.35,64.94,101.72,100.52,74.22,77.86,108.02,56.01,49.79,41.56,75.52,61.74,11.45,47.04,71.11,78.94,49.45,40.09,73.26,38.26,Upgrade
Operating Cash Flow Growth,-82.95%,-7.94%,-18.80%,-38.11%,-38.93%,-54.70%,-39.68%,-12.14%,79.65%,53.05%,24.13%,78.63%,-44.39%,82.15%,4.85%,-13.99%,122.95%,-10.32%,38.73%,5.17%,5.56%,-16.60%,-5.83%,79.48%,49.09%,87.33%,43.04%,-9.28%,334.73%,-11.64%,6.20%,-21.80%,-76.84%,17.34%,-2.94%,106.33%,-15.04%,15.42%,14.56%,160.31%,Upgrade
Capital Expenditures,-7.68,-9.92,-8.52,-8.8,-8.27,-11.94,-11.7,-9.87,-7.93,-10.19,-9.98,-9.48,-10.31,-8.26,-10.95,-12.44,-8.43,-7.31,-7.5,-6.94,-6.21,-5.17,2.52,-7.13,-3.43,-4.09,-3.94,-4.34,-4.59,-3.72,-5.05,-5.32,-5.87,-5.14,-8.67,-5.7,-6.29,-5.48,-4.47,-3.55,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77,0,0,0,0,0,0,0,Upgrade
Change in Investments,-25.82,-146.34,-5.13,-50.48,-106.8,-27.75,-89.73,-46.75,-185.42,-80.65,-99.51,-105.44,-107.18,-79,-29.95,-62.39,-193.49,43.96,-84.76,-106.33,-61.49,3.9,-55.37,-43.91,-34.21,-92.9,-94.38,-19.23,-36.81,-39.95,-17.04,37.19,-50.77,-17.55,-41.28,-4.89,-117.26,-40.18,62.77,-42.92,Upgrade
Other Investing Activities,-36,35.37,-12.64,0.49,4.65,-4.69,-10.97,-10.9,43.98,-9.55,20.67,-3.32,13.65,-5.03,2.71,-11.29,17.32,-7.57,3.32,-4.19,22.58,-22.32,7.8,10.42,-38.71,13.11,20.5,-0.01,-0.04,5.45,1.04,-20.18,14.78,15.49,12.05,-14.94,0.16,45.81,-68.23,35.59,Upgrade
Investing Cash Flow,-69.5,-120.89,-26.29,-58.78,-110.42,-44.38,-112.4,-67.52,-149.37,-100.39,-88.82,-118.25,-103.83,-92.29,-38.18,-86.13,-184.6,29.08,-88.94,-117.46,-45.11,-23.58,-45.05,-40.62,-76.34,-83.89,-77.82,-23.58,-41.44,-38.22,-21.05,11.68,-34.09,-7.2,-37.91,-25.53,-123.4,0.16,-9.93,-10.89,Upgrade
Dividends Paid,-17.58,-17.58,-17.58,-35.16,-35.16,-35.16,-35.02,-35.02,-35.02,-35.01,-34.88,-34.88,-34.88,-34.88,-34.74,-34.73,-34.73,-34.73,-34.59,-34.58,-34.58,-34.58,-34.44,-34.43,-34.43,-34.42,-34.27,-34.26,-34.26,-34.2,-34.06,-34.07,-34.06,-34.04,-33.84,-33.81,-33.81,-33.81,-33.66,-33.66,Upgrade
Share Issuance / Repurchase,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.11,0,0.14,0.45,0.02,0.34,0,0,0,0.99,0,1.17,0.93,0.71,0,0,0,0,0.83,1.28,4.45,1.68,0.03,0.08,0.06,0.06,1.32,Upgrade
Debt Issued / Paid,49.51,24.64,-0.21,-0.15,-0.79,-0.06,-0.38,0.01,-0.39,-0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.63,51.64,30,0,0,0,0,0,0,0,0,20,0,80,10,40,0,Upgrade
Other Financing Activities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,-0.07,-,-3.2,-0.11,-,0.02,0.08,-0.02,0.16,0.01,-,-0.06,0.01,0.25,Upgrade
Financing Cash Flow,31.93,7.06,-17.79,-35.31,-35.95,-35.22,-35.4,-35.02,-35.2,-35.62,-34.88,-34.88,-34.88,-34.77,-34.74,-34.6,-34.27,-34.71,-34.25,-34.58,-34.58,-34.58,-33.45,-35.06,18.38,-3.52,-33.63,-34.26,-37.46,-34.31,-34.06,-33.21,-32.69,-29.61,-11.99,-33.77,46.27,-23.8,6.4,-32.09,Upgrade
Net Cash Flow,-19.4,-46.11,45.88,-5.76,-39.79,-6.05,-37.01,40.19,-10.05,26.35,59.98,9.32,-41.56,-20.97,75.05,-29.79,-44.19,52.61,17.93,-46.32,-1.34,6.77,23.21,24.84,16.27,-9.54,-3.42,-1.83,-29.11,-30.96,20.4,40.21,-55.33,10.23,21.21,19.64,-27.68,16.45,69.73,-4.71,Upgrade
