Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+38 Quarters
Net Income,1.71,1.67,1.07,1.28,1.18,1.35,1.3,1.42,1.4,1.25,1.04,0.98,0.59,1.25,1.16,1.19,1.18,1.22,1.18,1.02,0.36,1.01,1.04,0.85,0.76,1,0.98,0.77,0.68,0.94,0.85,0.84,0.84,0.82,0.75,0.64,0.65,0.71,0.64,0.68,Upgrade
Depreciation & Amortization,0.21,0.22,0.2,0.19,0.19,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.16,0.17,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.1,0.1,0.11,0.1,0.1,0.08,0.08,0.08,0.08,0.07,0.07,0.05,Upgrade
Share-Based Compensation,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.15,0.12,0.14,0.14,0.16,0.2,0.14,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.19,0.19,0.24,0.23,0.21,0.22,0.2,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.15,0.15,Upgrade
Other Operating Activities,-1.39,2.28,-0.43,7.45,-0.62,4.35,8,6.62,-0.6,-12.29,-4.08,3.73,-1.57,-3.03,-2.81,-1.59,0.52,2.72,-0.9,-2.47,5.35,6.43,-7.55,5.11,3.06,-2.25,-4.53,-0.17,3.3,3.84,-3.67,-0.57,0.48,-1.33,-2.18,-1.14,-0.65,-2.05,1.03,4.17,Upgrade
Operating Cash Flow,0.69,4.34,1.02,9.08,0.91,6.05,9.62,8.35,1.09,-10.73,-2.73,5.03,-0.62,-1.49,-1.31,-0.11,1.99,4.23,0.57,-1.17,5.99,7.72,-6.19,6.27,4.18,-0.89,-3.21,0.94,4.28,5.05,-2.55,0.54,1.57,-0.27,-1.21,-0.28,0.21,-1.12,1.88,5.05,Upgrade
Operating Cash Flow Growth,-23.99%,-28.34%,-89.45%,8.82%,-16.47%,-,-,65.86%,-,-,-,-,-,-,-,-,-66.84%,-45.20%,-,-,43.31%,-,-,570.19%,-2.43%,-,-,74.95%,173.32%,-,-,-,632.24%,-,-,-,-79.91%,-,-65.46%,399.11%,Upgrade
Capital Expenditures,-0.16,-0.11,-0.16,-0.98,-0.36,-1.08,-0.28,-0.14,-1.09,-0.85,-0.27,-0.84,-0.3,0.44,-0.2,-0.49,-1.22,-0.71,-0.34,-0.06,-0.22,0.1,-0.3,-0.14,-0.1,-0.14,-0.27,-0.48,-0.59,-1.28,-0.12,-0.18,-0.19,-1.62,-0.72,-0.19,-1.28,-0.45,-0.64,-0.54,Upgrade
Change in Investments,-11.68,-20.61,-31.17,-7.11,-31.71,-7.42,-7.92,-13.7,10.69,10.48,-39.83,16.87,-13.05,0.6,1.93,-5.9,-0.5,-10.93,-0.6,0.73,1.41,-1.95,-0.93,-13.43,-18.13,-3.84,-16.78,-17.59,2.87,3.13,0.59,-2.87,-6.99,-16.65,-29.57,-3.13,4.8,-6.38,-5.1,-6.3,Upgrade
Other Investing Activities,0.02,0.09,0.13,0.99,0.05,0.02,0.83,0.48,0.02,0.07,1.41,2.36,0.11,0,0.03,-0.06,0.61,0.01,-0.06,0.05,0.05,0.12,-0.51,0.02,0.07,0.44,0.03,0.02,0,0,0.02,0.01,0,0,0.02,0.63,0.03,0.02,0.02,0.02,Upgrade
Investing Cash Flow,-11.83,-20.63,-31.2,-7.1,-32.02,-8.47,-7.37,-13.36,9.62,9.7,-38.69,18.38,-13.24,1.04,1.76,-6.45,-1.1,-11.63,-0.99,0.72,1.25,-1.73,-1.73,-13.55,-18.17,-3.54,-17.03,-18.05,2.28,1.84,0.48,-3.05,-7.17,-18.27,-30.27,-2.69,3.55,-6.81,-5.72,-6.83,Upgrade
Dividends Paid,-0.37,-0.41,-0.34,-0.34,-0.34,-0.34,-0.28,-0.28,-0.28,-0.28,-0.28,-0.29,-0.29,-0.29,-0.26,-0.26,-0.26,-0.27,-0.23,-0.23,-0.23,-0.23,-0.18,-0.18,-0.18,-0.18,-0.16,-0.16,-0.17,-0.17,-0.15,-0.15,-0.15,-0.16,-0.13,-0.14,-0.14,-0.14,-0.14,-0.15,Upgrade
Share Issuance / Repurchase,-0.02,-5.75,-0.27,-0.98,-1.18,-0.17,-0.57,-0.21,-0.88,-0.35,-0.36,-1.76,-0.18,-1.78,-0.33,-0.95,-0.73,-0.11,-0.6,-0.08,-0.52,-0.71,-0.05,-0.05,-0.28,-0.21,-0.64,-0.92,-1.46,-0.25,-0.54,-1.2,-0.27,-0.74,-0.1,-0.13,-1.69,-0.23,-0.19,-3.54,Upgrade
Debt Issued / Paid,-0.12,4.13,0.69,-0.71,1.07,-1.21,0.83,-0.88,0.33,-0.47,0.57,0.63,-0.41,0.7,0.79,-0.39,-5.15,-5.24,-4.56,-5.22,-13.31,-13.86,6.49,-10.98,10.49,-5.18,21.08,-0.38,0.99,-11.89,0.12,-10.42,5.09,30.88,-4.35,-0.91,1.86,-5.71,-10.02,2.11,Upgrade
Other Financing Activities,-5.44,-8.23,15.12,4.71,4.7,0.99,1.2,27.56,-5.71,22.9,54.75,4.72,-3.52,16.85,6.06,8.7,2.8,10.49,13.24,4.97,8.72,4.46,2.6,15.79,11.33,11.5,-2.83,1.76,-4.35,7.04,11.43,22.04,0.75,-20.28,43.05,3.91,-7.19,20.6,10.85,4.91,Upgrade
Financing Cash Flow,-5.95,-10.26,15.2,2.68,4.26,-0.72,1.18,26.19,-6.54,21.79,54.68,3.3,-4.39,15.48,6.25,7.1,-3.35,4.88,7.85,-0.55,-5.34,-10.34,8.87,4.59,21.37,5.94,17.45,0.3,-4.99,-5.28,10.86,10.27,5.42,9.7,38.46,2.74,-7.16,14.52,0.5,3.33,Upgrade
Net Cash Flow,-17.08,-26.55,-14.99,4.67,-26.85,-3.15,3.43,21.18,4.17,20.76,13.26,26.72,-18.24,15.03,6.7,0.54,-2.47,-2.53,7.43,-1,1.9,-4.36,0.95,-2.69,7.38,1.51,-2.79,-16.81,1.58,1.61,8.8,7.76,-0.18,-8.84,6.98,-0.23,-3.39,6.59,-3.34,1.55,Upgrade
