Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.38,2.65,2.24,3.02,-1.46,-0,-0.01
Other Operating Activities,-2.03,-2.76,-2.29,-3.28,1.08,-0.08,-0.09
Operating Cash Flow,-0.65,-0.1,-0.05,-0.25,-0.38,-0.08,-0.1
Share Issuance / Repurchase,0,0,0,0,208.36,0,0
Debt Issued / Paid,0.05,0.05,0.04,0.06,-0.14,0,0.2
Other Financing Activities,0.35,0,-,-0.35,6.34,-,-
Financing Cash Flow,0.4,0.05,0.04,-0.29,214.57,0,0.2
Net Cash Flow,-0.24,-0.05,-0.01,-0.55,1.78,-0.08,0.1
Free Cash Flow,-0.65,-0.1,-0.05,-0.25,-0.38,-0.08,-0.1
Free Cash Flow Per Share,-0.02,-0.00,-0.00,-0.01,-0.04,-0.02,-0.02
