Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-30,2021-09-30,2021-06-30
Net Income,2.59,2.28,1.45,9.44,-0.01,0.02,-0.03
Other Operating Activities,-2.66,-2.4,-1.82,-10.34,0.37,-,0
Operating Cash Flow,-0.07,-0.12,-0.37,-0.9,0.36,0.02,-0.03
Change in Investments,0,0,0,-246.33,0,0,0
Investing Cash Flow,0,0,0,-246.33,0,0,0
Share Issuance / Repurchase,0,0,0,236.67,0,0.03,0
Debt Issued / Paid,0,0,0,-0.29,0,0.14,0.15
Other Financing Activities,-0,0,0.05,11.82,-0.44,-0.1,-0.07
Financing Cash Flow,-0,0,0.05,248.2,-0.44,0.07,0.07
Net Cash Flow,-0.07,-0.12,-0.32,0.97,-0.08,0.09,0.05
Free Cash Flow,-0.07,-0.12,-0.37,-0.9,0.36,0.02,-0.03
Free Cash Flow Per Share,-0.00,-0.00,-0.01,-0.04,0.06,0.00,-0.00
