Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.63,2.66,3.87,6.14,2.53,-0,0,-0
Other Operating Activities,-3.89,-4.44,-2.9,-6.5,-3.67,0,-,0
Operating Cash Flow,-1.25,-1.78,0.97,-0.36,-1.14,0,0,0
Change in Investments,0.98,0,0,0,-340.93,0,0,0
Investing Cash Flow,0.98,0,0,0,-340.93,0,0,0
Share Issuance / Repurchase,0,0,0,0,340.93,0,0,0.03
Debt Issued / Paid,0,0,0,0,-0.2,0.09,0,0.11
Other Financing Activities,1.19,-,-,-,-337.66,-0.09,-,-0.11
Financing Cash Flow,1.19,0,0,0,3.08,0,0,0.02
Net Cash Flow,-0.34,-0.29,-0.25,-0.36,1.94,0,0,0.02
Free Cash Flow,-1.25,-1.78,0.97,-0.36,-1.14,0,0,0
Free Cash Flow Per Share,-0.03,-0.04,0.02,-0.01,-0.06,-,-,-
