Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,3.95,2.9,2.25,8.88,-9.34,4.38,-3.65,-0.6
Other Operating Activities,-4.69,-1.3,-2.56,-9.05,9.25,-4.43,3.51,-0.63
Operating Cash Flow,-0.74,1.6,-0.31,-0.16,-0.09,-0.06,-0.14,-1.24
Change in Investments,0.37,0.36,0,0,0,0,-45,-300
Investing Cash Flow,0.37,0.36,0,0,0,0,-45,-300
Share Issuance / Repurchase,0,0,0,0,0,-8.94,53.04,294
Debt Issued / Paid,0,-0.46,0.4,0,0.06,0,0,-0.03
Other Financing Activities,-,-,-,-,-,353.93,-53.41,-291.94
Financing Cash Flow,0,-0.46,0.4,0,0.06,344.99,-0.38,2.04
Net Cash Flow,-0.37,1.5,0.09,-0.16,-0.02,-0.07,-0.52,0.8
Free Cash Flow,-0.74,1.6,-0.31,-0.16,-0.09,-0.06,-0.14,-1.24
Free Cash Flow Per Share,-0.02,0.04,-0.01,-0.00,-0.00,-0.00,-0.00,-0.03
