Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.19,2.32,0.46,5.37,5.6,-2.65,0,-0.02
Share-Based Compensation,0,0.33,0.44,0.35,0.35,0.66,0,0
Other Operating Activities,0.19,0.18,-0.99,-5.98,-6.85,1.95,-,0.02
Operating Cash Flow,1.38,2.83,-0.09,-0.25,-0.9,-0.04,0,0
Change in Investments,-1.66,0,0,0,0,0,0,0
Investing Cash Flow,-1.66,0,0,0,0,0,0,0
Other Financing Activities,-,-,-,-,-0.01,-,-,-
Financing Cash Flow,0,0,0,0,-0.01,0,0,0
Net Cash Flow,-0.28,-0.19,-0.09,-0.24,-0.91,2.16,0,0
Free Cash Flow,1.38,2.83,-0.09,-0.25,-0.9,-0.04,0,0
Free Cash Flow Per Share,0.04,0.07,-0.00,-0.01,-0.02,-0.00,-,-
