Metrics,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.17,0.63,7.06,1.39,0,0,0
Other Operating Activities,-0.36,-0.84,-7.21,-2.24,-,-,-
Operating Cash Flow,-0.18,-0.21,-0.15,-0.84,0,0,0
Share Issuance / Repurchase,0,0,0,105.1,0,0,0
Debt Issued / Paid,0.21,0,0,-0.01,0,0,0.01
Other Financing Activities,-,-,-,-3.02,-0.05,-,-0.07
Financing Cash Flow,0.21,0,0,102.08,-0.05,0,-0.06
Net Cash Flow,0.02,-0.21,-0.15,0.18,-0.05,0,-0.06
Free Cash Flow,-0.18,-0.21,-0.15,-0.84,0,0,0
Free Cash Flow Per Share,-0.01,-0.02,-0.01,-0.28,-,-,-
