Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,1.41,4.77,2.29,9.22,-4.09,12.55,-2.68,-4.46
Other Operating Activities,-1.69,-4.99,-2.37,-9.53,4.01,-12.59,2.42,3.85
Operating Cash Flow,-0.27,-0.22,-0.08,-0.31,-0.08,-0.04,-0.26,-0.61
Change in Investments,0,0,0,0,0,0,0,-414
Investing Cash Flow,0,0,0,0,0,0,0,-414
Share Issuance / Repurchase,0,0,0,0,0,0,0,424.28
Debt Issued / Paid,0,0.5,0,0,0,0,0,-0.19
Other Financing Activities,-,-,-,-,-,-,0,-8.72
Financing Cash Flow,0,0.5,0,0,0,0,0,415.38
Net Cash Flow,-0.27,0.28,-0.08,-0.31,-0.08,-0.04,-0.26,0.77
Free Cash Flow,-0.27,-0.22,-0.08,-0.31,-0.08,-0.04,-0.26,-0.61
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.02
