Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,1.94,1.85,1.37,2.12,1.95,2.15,-4.07,2.51,-0
Other Operating Activities,-2.43,-2.05,-1.61,-2.49,-2,-2.24,4.11,-2.99,-
Operating Cash Flow,-0.5,-0.2,-0.24,-0.37,-0.06,-0.09,0.04,-0.48,-0
Change in Investments,-0.1,0.39,0.47,0,1,-1,0,-300,0
Investing Cash Flow,-0.1,0.39,0.47,0,1,-1,0,-300,0
Share Issuance / Repurchase,0,0,0,0,0,0,0,294,0.03
Debt Issued / Paid,0,0,0,0,0,0,0,-0.01,0.01
Other Financing Activities,-,-,-,-,-0.01,-,-0.11,7.86,-0.03
Financing Cash Flow,0,0,0,0,-0.01,0,-0.11,301.85,0
Net Cash Flow,-0.59,0.19,0.23,-0.37,0.93,-1.09,-0.07,1.38,0
Free Cash Flow,-0.5,-0.2,-0.24,-0.37,-0.06,-0.09,0.04,-0.48,-0
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.00,-0.00,0.00,-0.02,-
