Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,-40.2,-79.68,36.94,10.35,58.1,-1.67,21.55,-10.32,8.54,-7.25,-9.42,1.95,-25.49,34.87,-42.77,-89.74,-44.49,-2.34,-41.15,-29.83,2.55,-44.48,-6.25,-44.51,-32.72,-10.44,9.39,-87.38,-111.33,-224.24,-66.87,9.74,34.36,-521.88,-76.19,65.96,59.5,134.28,54.73,63.06,Upgrade
Depreciation & Amortization,3.3,3.82,3.69,4.69,3.2,3.47,2.46,2.21,2.86,3.7,4.31,7.1,4,5.89,6.46,11.01,8.55,9,5.56,6.11,6.53,6.46,6.99,6.36,7.08,-11.53,3.87,15.16,17.85,16.7,23.16,35.66,42.84,69.61,66.54,68.5,67.63,92.44,85.88,76.31,Upgrade
Share-Based Compensation,2.1,1.83,1.49,1.43,-0.1,1,1.44,1.4,0.86,0.01,0.87,0.78,0.75,0.81,0.23,0.81,0.86,1.12,0.47,0.2,0.58,1.14,1.23,1.13,2.13,1.18,0.92,1.66,1.42,2.16,1.55,1.46,2.12,1.36,1.59,6.36,1.43,5.65,0,0,Upgrade
Other Operating Activities,-172.6,-12.39,-81.37,96.32,137,-58.37,-222.05,-79.21,-142.57,16.5,27.47,44.02,191.72,-73.7,91.35,106.06,135.75,-26.74,130.08,120.68,89.76,40.54,120.78,230.38,112.77,91.6,164.07,101.83,232.96,13.07,281.19,163.08,245.71,244.42,356.25,-127.58,66.22,-353.17,-9.86,319.76,Upgrade
Operating Cash Flow,-207.4,-86.41,-39.26,112.8,198.2,-55.56,-196.6,-85.93,-130.31,12.96,23.22,53.84,170.98,-32.13,55.27,28.14,100.66,-18.96,94.96,97.16,99.41,3.65,122.74,193.36,89.26,70.8,178.26,31.28,140.89,-192.31,239.03,209.95,325.02,-206.49,348.99,14.24,195.78,-119.81,136.6,461.73,Upgrade
Operating Cash Flow Growth,-,-,-,-,-,-,-,-,-,-,-57.99%,91.34%,69.85%,-,-41.80%,-71.04%,1.26%,-,-22.63%,-49.75%,11.37%,-94.84%,-31.14%,518.23%,-36.65%,-,-25.43%,-85.10%,-56.65%,-,-31.51%,1374.24%,66.01%,-,155.49%,-96.92%,-51.77%,-,-74.40%,-12.49%,Upgrade
Capital Expenditures,-0.7,-1.37,-1.52,1.74,0.5,-2.56,1.59,-0.74,0,2,0,-2.81,2.81,-1.41,2.2,0.88,1.15,7.86,-0.93,-3.42,-2.98,1.46,-0.12,-1.99,-5.26,6.2,-11.34,2.49,-19.8,-23.91,-10.3,0.64,-3.92,-3.74,-2.62,-1.76,-3.31,-4.19,-5.06,-15.21,Upgrade
Acquisitions,4.6,0.04,1.71,0.75,0,1,0.31,0,0,0.8,0,0,0,-2.88,0.74,1.06,1.07,95.62,3.16,0.44,4.29,-6.12,2.4,2.6,1.12,-74.98,8.33,25.65,41,0,0,0,0,0,-0,6.57,-62.05,-33.79,-163.01,103.48,Upgrade
Change in Investments,-23.8,58.53,-81.31,-93.78,-46.4,-158.43,-124.02,-669.26,-53.19,-200.69,-85.23,-96.31,-149.67,-190.58,-112.32,-140.08,-152.41,-73.49,-109.78,-129.96,-138.13,-174.7,-144.65,-245.22,-268.03,-128.09,-190.34,-220.19,-201.52,107.68,157.22,209.17,-157.87,-221.26,-180.69,-166.31,-307.05,"-2,111.72","1,852.51",230.51,Upgrade
Other Investing Activities,-,0.2,-0.03,-0.37,0.2,0.27,-0.77,0.34,0.35,-1.89,0.5,3.07,-0.48,4.71,-0.11,1.69,-1.16,-2.98,1.87,2.66,0.92,-0.53,-0.8,3.49,-2.87,-22.55,-2.23,-1.61,-2.64,7.64,-1.88,-1.13,-2.97,-0.88,-6.86,-2.48,-5.81,-315.32,-130.66,-543.47,Upgrade
