Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-3.46,7.18,3.5,2.3,1.7,4.3,2.39,-0.55
Other Operating Activities,3.23,-7.31,-3.81,-2.71,-1.79,-4.41,-2.5,0.13
Operating Cash Flow,-0.23,-0.13,-0.31,-0.41,-0.1,-0.11,-0.11,-0.42
Change in Investments,0.12,0.26,0,0,0,0,0,-350
Investing Cash Flow,0.12,0.26,0,0,0,0,0,-350
Share Issuance / Repurchase,0,0,0,0,0,0,0,343
Debt Issued / Paid,0,0,0,0,0,0,0,-0.01
Other Financing Activities,-,-,-,-,-,-0,0,8.6
Financing Cash Flow,0,0,0,0,0,-0,0,351.59
Net Cash Flow,-0.11,0.14,-0.31,-0.41,-0.1,-0.11,-0.11,1.17
Free Cash Flow,-0.23,-0.13,-0.31,-0.41,-0.1,-0.11,-0.11,-0.42
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.00,-0.00,-0.00,-0.03
