Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-1.16,0.75,0.19,-0.08,-0.88,-0.16,-0.54,0.3
Other Operating Activities,0.83,-0.84,-0.4,-0.35,0.79,0.03,0.48,-1.25
Operating Cash Flow,-0.33,-0.09,-0.21,-0.43,-0.08,-0.14,-0.06,-0.94
Change in Investments,0,0.28,0,0,0,0,0,-258.75
Investing Cash Flow,0,0.28,0,0,0,0,0,-258.75
Share Issuance / Repurchase,0,0,0,0,0,0,0,253.58
Debt Issued / Paid,0.31,-0.18,0.19,0.45,0.06,0,0,0.07
Other Financing Activities,-,-,-,-,-0.01,-,0,6.26
Financing Cash Flow,0.31,-0.18,0.19,0.45,0.06,0,0,259.9
Net Cash Flow,-0.01,0.02,-0.02,0.02,-0.03,-0.14,-0.06,0.21
Free Cash Flow,-0.33,-0.09,-0.21,-0.43,-0.08,-0.14,-0.06,-0.94
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.00,-0.00,-0.00,-0.05
