Metrics,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.46,2.49,9.16,1.44,7.13,-2.38,6.78
Other Operating Activities,-2.81,-2.6,-9.21,-1.69,-7.4,2.03,-7.75
Operating Cash Flow,-0.35,-0.11,-0.05,-0.25,-0.27,-0.35,-0.97
Change in Investments,0.69,0,0,0,0,0,-500
Investing Cash Flow,0.69,0,0,0,0,0,-500
Share Issuance / Repurchase,0,0,0,0,0,0,491.3
Debt Issued / Paid,0,0.13,0,0.2,0,0,0.13
Other Financing Activities,-,-,-,-,-0.03,0.03,10.28
Financing Cash Flow,0,0.13,0,0.2,-0.03,0.03,501.71
Net Cash Flow,0.35,0.02,-0.05,-0.05,-0.3,-0.32,0.73
Free Cash Flow,-0.35,-0.11,-0.05,-0.25,-0.27,-0.35,-0.97
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.00,-0.00,-0.01,-0.04
