Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,-1.3,0.72,0.79,0.02,-0.23,-0.11,-0.07,-0.07
Other Operating Activities,0.97,-1.6,-1.32,0.09,-1.29,0.12,0.07,0.07
Operating Cash Flow,-0.33,-0.88,-0.53,0.11,-1.52,0,0,0
Change in Investments,-2.58,0.73,0.45,-0.39,0,-281.52,0,0
Investing Cash Flow,-2.58,0.73,0.45,-0.39,0,-281.52,0,0
Debt Issued / Paid,2.76,0,0,0,0,0,0,0
Financing Cash Flow,2.76,0,0,0,0,0,0,0
Net Cash Flow,-0.15,-0.16,-0.08,-0.28,-1.52,2.51,0,0
Free Cash Flow,-0.33,-0.88,-0.53,0.11,-1.52,0,0,0
Free Cash Flow Per Share,-0.01,-0.03,-0.01,0.00,-0.04,-,-,-
