Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30
Net Income,-0.18,0.14,-0.49,-0.18,-0.14,-0
Other Operating Activities,0.01,-0.34,0.08,-0.16,0.12,0
Operating Cash Flow,-0.17,-0.2,-0.41,-0.34,-0.03,-0
Change in Investments,0.12,0.1,0,0,-105.05,0
Investing Cash Flow,0.12,0.1,0,0,-105.05,0
Share Issuance / Repurchase,0,0,0,0,106.77,0.03
Other Financing Activities,0,0,0,-,-0.74,0
Financing Cash Flow,0,0,0,0,106.02,0.03
Net Cash Flow,-0.06,-0.1,-0.41,-0.34,0.94,0.03
Free Cash Flow,-0.17,-0.2,-0.41,-0.34,-0.03,-0
Free Cash Flow Per Share,-0.06,-0.07,-0.15,-0.13,-0.01,-
