Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,32.69,67.56,55.1,59.26,40.72,44.81,71.6,82.42,53.22,56.46,58.31,30.71,7.09,55.84,53.24,48.82,35.63,44.09,38.2,47.33,16.64,15.19,20.66,17.96,19.12,20.78,20.4,19.34,16.96,17.82,18.22,15.35,15.7,14.97,14.82,14.67,7.71,7.97,7.95,9.46,Upgrade
Depreciation & Amortization,3.43,3.51,3.53,3.52,3.6,3.89,4.03,4,3.97,3.91,3.79,3.69,3.83,3.89,3.77,3.73,3.64,3.31,3.43,3.51,3.48,2.88,2.88,2.79,2.65,2.6,2.63,2.47,2.51,2.68,2.72,2.67,2.71,2.58,2.69,2.8,2.67,1.48,1.5,1.5,Upgrade
Share-Based Compensation,2.52,2.75,2.93,3.12,2.63,2.79,2.82,2.84,2.2,2.31,2.7,2.56,2.5,2.18,2.44,2.53,2.09,1.77,1.85,2.02,1.41,1.34,1.13,1.58,1.32,1.14,0.94,0.99,0.74,0.55,0.8,0.11,0.49,0.47,0.67,0.18,0.37,0.74,0.3,0.01,Upgrade
Other Operating Activities,17.97,0.28,63.14,18.92,61.53,43.32,21.18,-39.19,22.02,-10.09,-13.29,34.85,36.94,23.55,19.87,-38.16,-28.27,20.96,49.27,-34.73,14.24,-4.43,22.84,-24.94,27.38,-2.34,2.98,-1.03,2.73,10.72,17.32,1.4,1.68,1.03,41.1,-19.83,40.31,8.21,38,17.3,Upgrade
Operating Cash Flow,59.57,77.06,127.68,87.78,111.45,97.79,102.59,53.04,84.37,55.55,54.21,71.81,50.36,85.46,79.32,16.93,13.09,70.13,92.75,18.13,35.76,14.97,47.51,-2.62,50.48,22.18,26.95,21.77,22.94,31.76,39.05,19.53,20.58,19.05,59.28,-2.17,51.07,18.41,47.74,28.27,Upgrade
Operating Cash Flow Growth,-46.55%,-21.20%,24.45%,65.51%,32.09%,76.03%,89.27%,-26.14%,67.55%,-35.00%,-31.66%,324.14%,284.70%,21.87%,-14.48%,-6.62%,-63.40%,368.45%,95.23%,-,-29.15%,-32.50%,76.24%,-,120.02%,-30.17%,-30.98%,11.46%,11.49%,66.74%,-34.12%,-,-59.70%,3.44%,24.18%,-,-18.43%,-,-,-,Upgrade
Capital Expenditures,-1.62,0.2,-1.12,-1.13,-0.8,-0.18,-2.39,-3.32,-3.52,-11.02,-7.67,-6.89,-3.99,-4.35,-5.86,-4.23,-1.46,6.03,-1.68,-1.75,-0.9,-2.12,-1.87,-2.12,-3.16,-1.24,-2.04,-1.17,-1.89,-1.02,0.73,-1.18,-2.4,-2.29,-0.59,-2.72,-2.22,-1.88,-1.44,-1.4,Upgrade
Acquisitions,0,0,0,0,0,5.14,0,0,0,0,0,0,0,0,0,0,46.15,-0.04,-3.07,-4.75,168.05,4.81,0,0,0,0,0,-3.87,0,0,0,0,0,0,0,0,49.99,0,0,0,Upgrade
Change in Investments,406.3,-555.64,-244.16,-135.21,-341.28,-450.48,234.71,395.26,-436.83,292.29,-505.94,"-1,526.95",-157.23,-403.45,87.26,-139.79,-11.79,-421.88,-662.1,351.88,-206.12,-258.88,-143.33,-227.8,-256.24,-180.57,-210.38,-170.57,-149.23,-132.25,-62.17,-131.73,-25.27,-180.33,58.73,28.85,56.88,-141.16,-21.02,-41.45,Upgrade
Other Investing Activities,0.89,8.61,3.77,3,2.07,2.68,1.69,-91.2,2.99,5.95,0.69,0.36,2.1,6.79,4.29,0.86,0.17,2.68,0.89,1.57,1.16,1.42,3.14,0.38,-,5.84,-,-,-,-20,-,-,-,-,-,-,-,-,-,-,Upgrade
