Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.42,1.17,1.05,4.08,3.01,1,-0.08,-0.79
Other Operating Activities,-2.42,-1.23,-1.25,-4.14,-3.84,-1.4,0.07,0.45
Operating Cash Flow,-0,-0.05,-0.2,-0.06,-0.83,-0.4,-0.02,-0.34
Change in Investments,0,0,0,0,0,0,0,-230
Investing Cash Flow,0,0,0,0,0,0,0,-230
Share Issuance / Repurchase,0,0,0,0,0,0,0,236.6
Debt Issued / Paid,0,0,0.32,0,0,0,0,-0.06
Other Financing Activities,-,-,-0.07,-,-,-,-,-4.89
Financing Cash Flow,0,0,0.25,0,0,0,0,231.65
Net Cash Flow,-0,-0.05,0.05,-0.06,-0.83,-0.4,-0.02,1.31
Free Cash Flow,-0,-0.05,-0.2,-0.06,-0.83,-0.4,-0.02,-0.34
Free Cash Flow Per Share,-,-0.00,-0.01,-0.00,-0.03,-0.01,-0.00,-0.02
