Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.52,3.98,3.49,5.75,-0.58,-0.01,-0
Other Operating Activities,-0.96,-4.15,-3.67,-5.88,-0.08,0.01,0
Operating Cash Flow,-0.45,-0.17,-0.18,-0.14,-0.66,0,-
Share Issuance / Repurchase,0,0,0,0,240.05,0,-
Debt Issued / Paid,0.54,0.2,0,0,-0.16,0.04,-
Other Financing Activities,-0.08,-0.05,-,-,-5.41,-0.04,-
Financing Cash Flow,0.46,0.15,0,0,234.48,0,-
Net Cash Flow,0.01,-0.02,-0.18,-0.14,0.37,0,-
Free Cash Flow,-0.45,-0.17,-0.18,-0.14,-0.66,0,-
Free Cash Flow Per Share,-0.02,-0.01,-0.01,-0.01,-0.07,-,-
