Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.58,3.88,3.14,1.83,8.13,9.93,-0.01,-0.07
Other Operating Activities,-1.8,-3.93,-3.28,-2.09,-9.42,-10.02,0.01,0.07
Operating Cash Flow,-0.22,-0.04,-0.14,-0.26,-1.28,-0.09,0,0
Share Issuance / Repurchase,0,0,0,0,0,241.2,0,0
Debt Issued / Paid,0.22,0.04,0.14,0.26,0.34,-0.24,0,0
Other Financing Activities,-,-,-,-,-,-5.33,-,-
Financing Cash Flow,0.22,0.04,0.14,0.26,0.34,235.63,0,0
Net Cash Flow,0,0,0,0,-0.94,0.94,0,0
Free Cash Flow,-0.22,-0.04,-0.14,-0.26,-1.28,-0.09,0,0
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.04,-0.01,-,-
