Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.94,0.61,0.32,-0.2,-0.34,-,0,0
Other Operating Activities,-1.17,-0.85,-0.56,-0.14,-0.57,-0.04,-,-
Operating Cash Flow,-0.23,-0.24,-0.24,-0.34,-0.91,-0.04,-,-
Share Issuance / Repurchase,0,0,0,0,0,171.01,-,-
Debt Issued / Paid,0,0,0,0,0.01,0,-,-
Other Financing Activities,-,-,0.25,-,-0.35,5.56,-,-
Financing Cash Flow,0,0,0.25,0,-0.34,176.56,-,-
Net Cash Flow,-0.23,-0.24,0.01,-0.34,-1.25,2.3,-,-
Free Cash Flow,-0.23,-0.24,-0.24,-0.34,-0.91,-0.04,-,-
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.02,-0.04,-0.01,-,-
