Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.21,0.47,-0.1,-0.54,-0.31,-1.7,-0
Share-Based Compensation,0,0,0,0,0,1.7,0
Other Operating Activities,-1.38,-0.56,0.01,0.29,-0.4,-,0
Operating Cash Flow,-0.17,-0.08,-0.09,-0.25,-0.71,0,0
Change in Investments,0.02,0,0,0,-209.07,0,0
Investing Cash Flow,0.02,0,0,0,-209.07,0,0
Share Issuance / Repurchase,0,0,0,0,202.86,0,0
Debt Issued / Paid,0,0,0,0,-0.15,0,0
Other Financing Activities,-,-,-,-,7.66,-0.04,-
Financing Cash Flow,0,0,0,0,210.37,-0.04,0
Net Cash Flow,-0.15,-0.06,-0.09,-0.25,0.59,-0.04,0.11
Free Cash Flow,-0.17,-0.08,-0.09,-0.25,-0.71,0,0
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.01,-0.07,-,-
