Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,1.05,0.57,4.48,4.73,-1.82,3.53,4.87,-1.09
Other Operating Activities,-1.12,-0.6,-4.81,-4.9,1.73,-3.49,-6.02,1.06
Operating Cash Flow,-0.06,-0.03,-0.33,-0.16,-0.09,0.05,-1.15,-0.03
Change in Investments,0,0,0,0,-0,0,0,-286.51
Investing Cash Flow,0,0,0,0,-0,0,0,-286.51
Share Issuance / Repurchase,0,0,0,0,8.23,0,-8.23,289.03
Other Financing Activities,-,-,-,-,-8.23,-0.08,7.65,-286.56
Financing Cash Flow,0,0,0,0,-0,-0.08,-0.58,2.47
Net Cash Flow,-0.06,-0.03,-0.33,-0.16,-0.09,-0.03,-1.73,2.45
Free Cash Flow,-0.06,-0.03,-0.33,-0.16,-0.09,0.05,-1.15,-0.03
Free Cash Flow Per Share,-0.00,-0.00,-0.01,-0.01,-0.00,0.00,-0.03,-0.00
