Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+54 Quarters
Net Income,2.7,5.49,8.41,7.24,7.97,12.01,14.02,10.32,10.37,8.6,2.22,4.68,2.83,7.2,7.41,7.24,6.01,5.78,5.78,5.51,5.21,2.08,4.25,3.6,3.11,3.29,3.43,3.31,3.01,2.85,2.73,2.56,2.03,1.77,1.57,1.31,1.06,1.25,1.23,1.11,Upgrade
Depreciation & Amortization,1.2,1.18,1.18,0.76,0.58,0.7,0.53,0.54,0.55,0.62,0.51,0.51,0.55,0.53,0.48,0.46,0.45,0.45,0.45,0.45,0.4,0.41,0.38,0.36,0.31,0.31,0.31,0.32,0.32,0.32,0.3,0.39,0.3,0.31,0.31,0.3,0.29,0.31,0.3,0.31,Upgrade
Share-Based Compensation,0.48,0.53,0.51,0.5,0.49,0.44,0.43,0.38,0.4,0.36,0.32,0.39,0.33,0.44,0.44,0.42,0.4,0.39,0.39,0.38,0.34,0.27,0.34,0.34,0.31,1.23,0.24,0.28,0.25,0.19,0.19,0.19,0.19,0.16,0.15,0.16,0.16,0.16,0.12,0.12,Upgrade
Other Operating Activities,-3.15,6.27,12.36,-1.99,-1.18,15.12,0.99,12.03,-0.74,14.3,-8.38,0.07,-7.27,11.25,-9.36,-21.09,6.04,0.73,-0.9,5.85,0.48,0.13,3.62,-5.64,3.31,1.8,4.82,2.17,-7.98,4.23,3.67,3.2,-3.23,-0.75,-0.22,-3.57,0.8,-0.43,1.34,-0.65,Upgrade
Operating Cash Flow,1.24,13.47,22.47,6.51,7.87,28.27,15.96,23.27,10.57,23.88,-5.34,5.64,-3.56,19.41,-1.04,-12.97,12.9,7.36,5.72,12.19,6.43,2.89,8.59,-1.34,7.05,6.64,8.8,6.07,-4.41,7.59,6.89,6.34,-0.71,1.7,2.07,-1.54,2.5,1.47,3.18,1.08,Upgrade
Operating Cash Flow Growth,-84.28%,-52.35%,40.73%,-72.04%,-25.57%,18.37%,-,312.77%,-,23.05%,-,-,-,163.69%,-,-,100.65%,154.64%,-33.38%,-,-8.73%,-56.45%,-2.31%,-,-,-12.55%,27.74%,-4.26%,-,345.57%,232.61%,-,-,15.77%,-34.86%,-,-12.57%,-63.23%,57.33%,-78.25%,Upgrade
Capital Expenditures,-0.18,-0.82,-4.15,-3.03,-5.87,-9.89,-5.52,-8.5,-2.56,-0.69,-1.06,-1.52,-1.12,-0.77,-5.55,-1.84,-0.27,-0.2,-0.41,-0.83,-0.5,-1.09,-0.25,-2.11,-1.94,-1.35,-1.6,-1.63,-0.85,-1.04,-1.06,-2.38,-0.17,-0.11,-0.66,-0.87,-0.58,-0.26,-0.21,-1.55,Upgrade
Change in Investments,-142.65,-249.91,-181.19,-182.72,-164.92,-110.82,-158.01,-69.41,-38.42,-72.49,-62.81,-3.74,-87.34,-87.6,-44,-76.93,-53.63,-64.52,-86.25,-85.99,-63.02,-48.37,-25.37,-99.67,-53.38,-48.09,-32.29,-33.66,-20.45,-35.28,-44.37,-58.51,-31.16,-37.44,-21.58,-26.73,-42.81,-24.97,-21.92,-18.54,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-,-7.5,-,1.28,-1.28,-,-,-,-5,-,-,-,-,-,-2.68,-5.88,1.49,0.22,0.81,-0.64,-0,-0.17,-0.99,-2,-0.03,1.02,0.41,-0.56,0,0.16,-0.33,-1.35,-0.52,Upgrade
Investing Cash Flow,-142.83,-250.72,-185.33,-185.74,-170.79,-120.71,-163.53,-77.9,-48.48,-73.18,-62.59,-6.54,-88.46,-88.37,-49.55,-83.77,-53.89,-64.72,-86.66,-86.82,-63.51,-52.13,-31.5,-100.28,-55.1,-48.63,-34.52,-35.29,-21.48,-37.31,-47.42,-60.91,-30.31,-37.15,-22.8,-27.6,-43.23,-25.55,-23.48,-20.61,Upgrade
Share Issuance / Repurchase,0.02,0.11,0.09,0.13,0.58,0.32,0.18,0.94,1.58,0.43,0,0.22,0.74,0.45,0.56,0.44,0.32,0.09,0.17,0.41,0.23,0.25,0.04,25.06,0.11,0.56,0.17,0.08,0.29,0.44,0.07,0.04,0.08,18.5,0,0.07,6.17,0.04,0.03,0,Upgrade
Debt Issued / Paid,-50,115,10,50,0,0,0,0,-25,24.95,0.03,-64.97,-45,84.98,22.48,0,-25,-18.5,39.9,0,-38.6,28,-34,-44.5,2.5,0,0,0,0,0,0,0,-20,-4.4,12.5,3,0,-33.56,33.56,0,Upgrade
