Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.88,2.34,0.12,-0.28,-0.47,-0.38,-0,-0
Other Operating Activities,-2.4,-2.51,-0.46,-0.08,0.11,-0.73,-0.11,0
Operating Cash Flow,-0.52,-0.18,-0.34,-0.35,-0.36,-1.11,-0.11,0
Change in Investments,0.36,0,0,0,0,0,0,0
Investing Cash Flow,0.36,0,0,0,0,0,0,0
Share Issuance / Repurchase,0,0,0,0,0,291.23,0,0
Debt Issued / Paid,0,0,0,0,0,-0.11,0,0
Other Financing Activities,-,-,-,-,-,-5.93,-,-
Financing Cash Flow,0,0,0,0,0,285.18,0,0
Net Cash Flow,-0.16,-0.18,-0.34,-0.35,-0.36,2.56,0.02,0
Free Cash Flow,-0.52,-0.18,-0.34,-0.35,-0.36,-1.11,-0.11,0
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.01,-0.12,-0.02,-
