Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30
Net Income,0.6,0.88,0.41,-0.01,-0,-0.01,-0
Depreciation & Amortization,0.04,0.04,0.04,0.04,0,0,0
Other Operating Activities,-0.72,-0.93,-0.51,-0.01,-0.04,-0.12,-0.1
Operating Cash Flow,-0.08,-0.01,-0.06,0.02,-0.04,-0.13,-0.1
Change in Investments,59.33,0,0,0,0,0,0
Investing Cash Flow,59.33,0,0,0,0,0,0
Share Issuance / Repurchase,-60.09,0,0,0,0,0,0
Debt Issued / Paid,0.79,0,0,0,0,0,0
Financing Cash Flow,-59.3,0,0,0,0,0,0
Net Cash Flow,-0.05,-0.01,-0.06,0.19,-0.04,-0.13,-0.1
Free Cash Flow,-0.08,-0.01,-0.06,0.02,-0.04,-0.13,-0.1
Free Cash Flow Per Share,-0.01,-0.00,-0.00,0.00,-0.02,-0.05,-0.04
