Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,0.34,0.83,1.56,4.13,0.43,3.91,-0.1,2.11,-4.14
Other Operating Activities,-0.89,-1,-1.68,-4.39,-0.61,-3.99,-0.05,-2.26,3.62
Operating Cash Flow,-0.55,-0.18,-0.12,-0.26,-0.18,-0.08,-0.14,-0.15,-0.52
Change in Investments,0,0,0,0,0,0,0,0,-230
Investing Cash Flow,0,0,0,0,0,0,0,0,-230
Share Issuance / Repurchase,-195.58,0,0,0,0,0,0,0,225.4
Debt Issued / Paid,0,0,0,0,0,0,0,0,-0.1
Other Financing Activities,-,-,-,-,-,-,-0.01,-0.05,6.57
Financing Cash Flow,-195.58,0,0,0,0,0,-0.01,-0.05,231.87
Net Cash Flow,-0.02,-0.18,-0.12,-0.26,-0.18,-0.08,-0.15,-0.19,1.35
Free Cash Flow,-0.55,-0.18,-0.12,-0.26,-0.18,-0.08,-0.14,-0.15,-0.52
Free Cash Flow Per Share,-0.02,-0.01,-0.00,-0.01,-0.01,-0.00,-0.01,-0.01,-0.03
