Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,4.21,0.55,4.21,3.74,4.44,-0.04,-0.05
Other Operating Activities,-4.27,-0.65,-4.29,-3.97,-4.95,0.01,0
Operating Cash Flow,-0.06,-0.1,-0.08,-0.23,-0.51,-0.02,-0.05
Share Issuance / Repurchase,0,0,0,0,200,0,0
Debt Issued / Paid,0,0,0,0,-1.04,0.87,0.11
Other Financing Activities,-0.11,-,-,-,6.03,-0.06,-0.04
Financing Cash Flow,-0.11,0,0,0,204.99,0.8,0.07
Net Cash Flow,-0.17,-0.1,-0.08,-0.23,0.49,0.78,0.03
Free Cash Flow,-0.06,-0.1,-0.08,-0.23,-0.51,-0.02,-0.05
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.01,-0.05,-0.01,-0.01
