Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,179.5,40.4,888.2,-169.2,33.4,32.8,-371.4,138.5,-75.3,489.2,232.9,115.4,-128.8,60.9,48.7,20.5,284.4,-137.5,40.8,3.5,-48,22.5,562.1,13.6,29,-38.9,90.8,341.1,13,265.5,-58.9,4.3,84.3,69.9,51.3,95.5,95.5,117.7,57.2,26.3,Upgrade
Depreciation & Amortization,-2.4,-2.7,-1.4,-7.6,4.3,8,5.4,-4.6,12.8,-17.6,9.8,10.3,7.1,10,7.8,3.7,8.3,7.3,9.6,4,4.8,6.6,6.1,3.9,5.8,7.1,4.5,-2.6,11.4,-28,10.9,5.6,15.3,7.7,-4.9,17.1,15.4,28.6,0,0,Upgrade
Share-Based Compensation,3.1,3.7,3.8,3.6,2.9,3.6,3.6,3.5,4,4.4,3.5,3.6,5.1,2.2,2.9,2.6,2.8,3.3,3.2,3.3,3.2,4.7,0.9,7.4,1.8,18.5,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,Upgrade
Other Operating Activities,-94.6,166.7,-773.6,254.6,-82.1,-51.8,394.5,-30.7,-34.3,-548.8,-195.1,-108.4,56.8,-121.1,-133.7,16.1,-336.6,126.3,-58.7,8.5,-4.7,-31.8,-497.6,52.3,-92.7,-5.2,-49.8,-434,-111,-157.3,171,12.1,-157.3,-82.1,119.3,-107.8,-158.1,-176.5,136.4,-65.8,Upgrade
Operating Cash Flow,85.6,208.1,117,81.4,-41.5,-7.4,32.1,106.7,-92.8,-72.8,51.1,20.9,-59.8,-48,-74.3,42.9,-41.1,-0.6,-5.1,19.3,-44.7,2,71.5,77.2,-56.1,-18.5,45.5,-95.5,-86.6,95.1,123,22,-57.7,-4.5,165.7,4.8,-47.2,-30.2,193.6,-39.5,Upgrade
Operating Cash Flow Growth,-,-,264.49%,-23.71%,-,-,-37.18%,410.53%,-,-,-,-51.28%,-,-,-,122.28%,-,-,-,-75.00%,-,-,57.14%,-,-,-,-63.01%,-,-,-,-25.77%,358.33%,-,-,-14.41%,-,-,-,24.74%,-,Upgrade
Capital Expenditures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.1,0,0.9,0.7,-0.3,-1.3,-37,-17.9,58.9,-4,-1.2,0.6,-3.4,-0.5,-1.3,-4.2,-2.7,Upgrade
Acquisitions,17.3,7.7,"1,364.8",-48.4,0,0,0,16,817.7,261.9,-9.1,-120.3,0,-14.6,0,-233.8,-9.6,-43.1,0,-252.1,0,-27.6,"1,131",0,0,-10.7,403.1,"2,248.5",-8.1,-0.2,0,24,-2.4,-172.8,-12.8,0,-19.4,10.3,0,0,Upgrade
Change in Investments,-102.7,-81.6,"-1,128.5",-66.6,127.6,-42.1,-212.4,-220.1,-514.7,-146.5,-25.2,93.2,131.4,29.6,-30.8,242.4,-15.8,4.3,-15.7,707.8,34.6,-71.5,-557.2,83.9,3.9,-140.4,145,"-1,870.9",666.1,155.4,41.8,-57.9,-75.7,119.2,69.8,124.5,25.5,-76,-89.4,1.3,Upgrade
Other Investing Activities,-11.2,-78.1,-2,8.4,12.2,3.2,-47.3,-69.5,60.9,-78.8,-26.7,35.6,-50.9,-14.4,82.9,-78.4,-17.4,-10.4,-2.4,-6.6,42.8,119.9,159.8,-159.1,35.4,84.8,-155.5,396.8,-481.9,-167.8,-28.7,4.9,117.9,-110.8,87,-110.4,52.6,97.9,-52.1,115.1,Upgrade
Investing Cash Flow,-96.6,-152,234.3,-106.6,139.8,-38.9,-259.7,-273.6,363.9,36.6,-61,8.5,80.5,0.6,52.1,-69.8,-42.8,-49.2,-18.1,449.1,77.4,20.8,733.7,-75.3,39.3,-65.4,393.3,774.1,174.8,-49.6,-4.8,29.9,35.8,-165.6,144.6,10.7,58.2,30.9,-145.7,113.7,Upgrade
Dividends Paid,-2.6,0,0,0,-3,0,0,0,-3.1,0,0,0,-3.2,0,0,0,-3.2,0,0,0,-3.8,0,0,0,-4.6,0,0,0,-5.4,0,0,0,-6,0,0,0,-6.2,0,0,0,Upgrade
Share Issuance / Repurchase,-25.3,-5.3,-508.9,-66.8,-39,-12.9,-87.2,-7.4,0,-6.7,0,-30.7,-47.8,0,0,0,0,-7.2,0,-504.7,0,0,-714.6,0,0,-20.4,-319.4,-371,-166.8,-100,-151.5,-12.8,-4.3,-27.6,-74.9,-14.8,-10.9,0,0,-0.8,Upgrade
Debt Issued / Paid,-20,-44.2,0.7,200.4,0.7,7.5,263,-0.5,11.6,-36.4,-1.6,57.3,11,56.3,-0.5,36,91.7,29,-5.1,47.1,-2.3,14.6,-1.3,-1.1,-1.2,-2.8,-1.3,-150.5,102.5,84.9,13.3,-4.7,1.9,67.3,-1.4,-1.5,-1.3,-1.7,-1.3,-0.9,Upgrade
Other Financing Activities,6.6,20.2,20.6,87,10.2,1.7,34.8,13.1,-2,-50.5,14.1,18.9,-4.2,1.5,22.2,9.5,17,26.1,10,0.1,-3.5,11.1,2.4,-1.2,-3.1,3.5,-3.2,21.3,-34.9,-43.2,19.3,-14.3,-3.9,-36.1,-3.7,-15.8,-2.7,-7.7,-0.8,-6.3,Upgrade
Financing Cash Flow,-41.3,-29.3,-487.6,220.6,-31.1,-3.7,210.6,5.2,6.5,-93.6,12.5,45.5,-44.2,57.8,21.7,45.5,105.5,47.9,4.9,-457.5,-9.6,25.7,-713.5,-2.3,-8.9,-19.7,-323.9,-500.2,-104.6,-58.3,-118.9,-31.8,-12.3,3.6,-80,-32.1,-21.1,-9.4,-2.1,-8,Upgrade
Net Cash Flow,-52.3,9.3,-137.7,167.9,65.8,-36.3,12.1,-190,277.3,-40.2,3.5,74.9,-24.6,11.8,-1.1,18.1,21.9,-1.9,-18.9,10.9,23.1,-13.9,-4.7,7.9,-35.7,-194.8,52.3,-9.5,-1,167.5,-1.4,-0.8,-57.7,-160.4,185.4,-13.2,-10.3,-9.4,49.5,64.1,Upgrade
Free Cash Flow,85.6,208.1,117,81.4,-41.5,-7.4,32.1,106.7,-92.8,-72.8,51.1,20.9,-59.8,-48,-74.3,42.9,-41.1,-0.6,-5.1,19.3,-44.7,2,71.6,77.1,-56.1,-17.6,46.2,-95.8,-87.9,58.1,105.1,80.9,-61.7,-5.7,166.3,1.4,-47.7,-31.5,189.4,-42.2,Upgrade
Free Cash Flow Growth,-,-,264.49%,-23.71%,-,-,-37.18%,410.53%,-,-,-,-51.28%,-,-,-,122.28%,-,-,-,-74.97%,-,-,54.98%,-,-,-,-56.04%,-,-,-,-36.80%,5678.57%,-,-,-12.20%,-,-,-,22.59%,-,Upgrade
Free Cash Flow Margin,16.09%,47.55%,30.53%,106.13%,-15.94%,-2.84%,-,31.16%,-52.08%,-30.89%,11.12%,8.05%,-,-27.38%,-47.78%,33.26%,-9.48%,-10.00%,-2.57%,15.78%,-106.18%,1.75%,81.83%,92.34%,-63.18%,-,81.34%,-194.72%,-23.80%,-,35.49%,21.94%,-15.75%,-1.57%,51.45%,0.21%,-8.24%,-,32.99%,-8.62%,Upgrade
Free Cash Flow Per Share,33.34,80.78,40.25,27.30,-13.83,-2.45,10.33,34.34,-29.98,-23.47,16.48,6.73,-18.73,-15.07,-23.33,13.48,-12.98,-0.19,-1.60,5.14,-11.95,0.53,16.51,16.86,-12.30,-3.85,9.37,-18.92,-15.83,10.22,17.63,13.50,-10.30,-0.95,27.08,0.23,-7.72,-5.10,30.66,-6.83,Upgrade
