Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-22
Net Income,0.76,-0.23,-0.29,-0.55,-0.38,-0.01,0,-0.02
Other Operating Activities,-2.2,-0.04,0.06,0.38,-0.24,0.05,-,-
Operating Cash Flow,-1.44,-0.27,-0.22,-0.17,-0.62,0.04,0,-0.02
Share Issuance / Repurchase,0,0,0,0,0,175.95,0,0.03
Debt Issued / Paid,1.6,0.06,0,0,0,-0.28,0.28,0
Other Financing Activities,-,-,-,-,-0,1.9,-0.19,-0.01
Financing Cash Flow,1.6,0.06,0,0,-0,177.57,0.09,0.02
Net Cash Flow,0.16,-0.21,-0.22,-0.17,-0.62,1.66,0.09,0
Free Cash Flow,-1.44,-0.27,-0.22,-0.17,-0.62,0.04,0,-0.02
Free Cash Flow Per Share,-0.07,-0.01,-0.01,-0.01,-0.06,0.01,-,-0.01
