Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-24
Net Income,1.74,0.49,1.58,2.71,0.51,3.53,-0.01,-0
Other Operating Activities,-1.92,-0.62,-1.81,-2.82,-0.57,-3.89,-0.05,0
Operating Cash Flow,-0.19,-0.13,-0.23,-0.1,-0.05,-0.36,-0.06,-0
Share Issuance / Repurchase,0,0,0,0,0,195.58,0,0
Debt Issued / Paid,0,0,0,0,0,-0.13,0.1,0.03
Other Financing Activities,-,-,-,-,-,6.13,-,-
Financing Cash Flow,0,0,0,0,0,201.58,0.1,0.03
Net Cash Flow,-0.19,-0.13,-0.23,-0.1,-0.05,1.21,0.04,0.02
Free Cash Flow,-0.19,-0.13,-0.23,-0.1,-0.05,-0.36,-0.06,-0
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.00,-0.00,-0.01,-0.01,-
