Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,0.51,2.49,3.39,10.23,4.95,3.98,-4.52,1.14,-6.95
Other Operating Activities,-1.21,-2.84,-3.78,-10.69,-5.32,-4.09,4.46,-1.31,6.32
Operating Cash Flow,-0.7,-0.35,-0.39,-0.46,-0.37,-0.11,-0.06,-0.17,-0.63
Change in Investments,406.62,0,0,0,0,0,0,0,0
Other Investing Activities,-0.23,-,-,-,-,-,-,-,-
Investing Cash Flow,406.38,0,0,0,0,0,0,0,0
Share Issuance / Repurchase,-405.79,0,0,0,0,0,0,0,424.28
Debt Issued / Paid,0.08,0.1,0.42,0.37,0,0,0,0,0
Other Financing Activities,-,-,-0.07,-,-,-,-,-,-8.78
Financing Cash Flow,-405.71,0.1,0.35,0.37,0,0,0,0,415.5
Net Cash Flow,-0.03,-0.01,-0.04,-0.09,-0.37,-0.11,-0.06,-0.17,0.87
Free Cash Flow,-0.7,-0.35,-0.39,-0.46,-0.37,-0.11,-0.06,-0.17,-0.63
Free Cash Flow Per Share,-0.02,-0.01,-0.01,-0.01,-0.01,-0.00,-0.00,-0.00,-0.03
