Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+36 Quarters
Net Income,30.13,56.47,15.99,5.66,4.24,11.86,25.44,32.14,42.41,33.17,33.29,3,-147.25,0.29,7.07,23.83,31.85,-1.18,28.03,13.25,20.63,5.83,31.79,28.78,8.05,11.29,41.11,-42.09,-23.4,-25.77,-1.75,6.39,-11.73,-19.45,41.97,64.64,69.91,105.74,76.43,18.8,Upgrade
Other Operating Activities,15.74,-198.79,92.79,-27.2,48.16,500.56,-129.53,-37.02,24.8,120.41,145.56,68.04,175.29,-140.9,-191.24,-209.56,-118.23,24.52,180.92,-291.78,125.06,9.58,77.68,-35.54,171.88,3.14,111.94,337.08,144.13,81.68,84.51,170.4,126.26,68.36,-8.09,-218.91,-240.16,-228.37,16.32,-111.43,Upgrade
Operating Cash Flow,45.87,-142.31,108.79,-21.54,52.4,512.42,-104.09,-4.88,67.21,153.58,178.85,71.03,28.05,-140.61,-184.17,-185.73,-86.38,23.34,208.94,-278.53,145.68,15.41,109.46,-6.76,179.93,14.43,153.05,295,120.73,55.91,82.76,176.79,114.53,48.91,33.88,-154.27,-170.26,-122.64,92.74,-92.63,Upgrade
Operating Cash Flow Growth,-12.45%,-,-,-,-22.04%,233.65%,-,-,139.64%,-,-,-,-,-,-,-,-,51.44%,90.88%,-,-19.03%,6.78%,-28.48%,-,49.03%,-74.19%,84.93%,66.87%,5.42%,14.32%,144.30%,-,-,-,-63.47%,-,-,-,129.15%,-,Upgrade
Dividends Paid,-49.09,-24.56,-22.87,-22.91,-23,-35.29,-23.44,-23.49,-23.49,-23.49,-29.37,-29.37,-29.95,-30.17,-30.62,-31.04,-31.3,-31.94,-32.29,-32.45,-32.74,-32.86,-32.95,-32.95,-32.95,-33.31,-45.01,-45.23,-45.63,-46.85,-47.35,-47.35,-47.35,-47.35,-47.35,-47.35,-44.95,-44.95,-44.95,-40.58,Upgrade
Share Issuance / Repurchase,0,-48.69,30,-1.64,-0.77,7.93,-5.91,-2.03,0,0,0,0,-14.95,-7.85,-14.22,-15.12,-4.78,-22.07,-16.11,-7.88,-11.15,-4.65,-3.96,0,-0,-13.57,-18.27,-6.07,-10,-31.24,-21.19,0,-0.01,-0,0,-0.03,103.72,-0.1,0,181.92,Upgrade
Debt Issued / Paid,-13.81,164.37,-89.54,51,-32.38,-438.17,113.69,23.14,-42.47,-97.89,-162.51,-40.94,18.77,184.54,234.94,221.4,133.94,49.2,-156.32,315.42,-100.73,2.5,-65.84,61.1,-194.64,28.68,-80.05,-201.69,-58.53,22.28,-14.66,-119.53,-81.98,14.55,13.89,198.64,111.49,176.97,-53.14,-32.35,Upgrade
Other Financing Activities,-,-0.33,-,-,-,-10.17,-,-,-,-10.17,-,-,-0.4,-0.26,-,-0.18,-0.15,-9.75,-0.01,-,-0.35,-0.01,-0.16,-0.01,-0.01,-7.39,-,-0.49,-0.23,-0.07,0.13,-5.71,-4.39,-0.04,-0.24,-0.16,-0.1,-0.54,-5.8,-5.34,Upgrade
Financing Cash Flow,-62.9,90.78,-82.41,26.45,-56.15,-475.7,84.34,-2.38,-65.96,-131.56,-191.87,-70.31,-26.53,146.26,190.1,175.05,97.71,-14.55,-204.72,275.09,-144.95,-35.01,-102.91,28.14,-227.61,-25.59,-143.33,-253.48,-114.4,-55.89,-83.07,-172.59,-133.72,-32.84,-33.7,151.12,170.15,131.38,-103.88,103.65,Upgrade
Net Cash Flow,-17.03,-51.31,26.27,4.86,-3.87,37.58,-19.8,-7.31,0.47,22.84,-13.06,0.72,1.39,5.79,5.93,-10.68,11.33,8.79,4.23,-3.44,0.73,-19.6,6.56,21.38,-47.64,-11.19,9.79,41.42,6.57,-0.18,-0.39,4.49,-19.25,15.91,0.18,-3.16,-0.09,8.75,-11.14,11.02,Upgrade
