Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.41,0.54,1.59,4.67,0.4,2.62,7.93,-1.32
Other Operating Activities,-2.55,-0.93,-1.85,-4.77,-0.21,-2.67,-8.3,0.91
Operating Cash Flow,-0.14,-0.39,-0.26,-0.1,0.2,-0.05,-0.37,-0.4
Change in Investments,0,0.34,0,0,0,0,0,-250
Investing Cash Flow,0,0.34,0,0,0,0,0,-250
Share Issuance / Repurchase,0,0,0,0,0,0,0,245
Debt Issued / Paid,0,0,0,0,0,0,0,-0.05
Other Financing Activities,-,-,-,-,-0.27,-0.01,-,6.87
Financing Cash Flow,0,0,0,0,-0.27,-0.01,0,251.83
Net Cash Flow,-0.14,-0.05,-0.26,-0.1,-0.07,-0.05,-0.37,1.42
Free Cash Flow,-0.14,-0.39,-0.26,-0.1,0.2,-0.05,-0.37,-0.4
Free Cash Flow Per Share,-0.00,-0.01,-0.01,-0.00,0.01,-0.00,-0.01,-0.04
