Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-459,-566,"2,351","2,903","3,366","3,122","1,420",-303,"3,116"
Depreciation & Amortization,105,-34,227,359,157,-9,187,-51,435
Other Operating Activities,655,"1,093",-945,"-2,708","-3,526","-2,684","-1,004","1,210","-2,978"
Operating Cash Flow,301,493,"1,633",554,-3,429,603,856,573
Operating Cash Flow Growth,-,14.92%,170.81%,-35.28%,-,-,-,-,-
Acquisitions,32,0,0,0,-107,947,137,0,0
Change in Investments,"-1,353","-1,899","-2,091","-1,450",-665,-193,"-1,993","-2,689","2,415"
Other Investing Activities,-156,"-2,024","1,216",241,-474,323,330,697,"-1,941"
Investing Cash Flow,"-1,477","-3,923",-875,"-1,209","-1,246","1,077","-1,526","-1,992",474
Dividends Paid,-149,-296,-523,-28,-290,-34,0,0,0
Debt Issued / Paid,-545,"2,775","-2,725",-162,-166,-243,6,90,-757
Other Financing Activities,"1,759","1,141","2,410",776,"1,706","-1,629",924,"1,004",-170
Financing Cash Flow,"1,065","3,620",-838,586,"1,250","-1,906",930,"1,094",-927
Net Cash Flow,-109,189,-85,-71,-1,-401,7,-43,120
Free Cash Flow,301,493,"1,633",554,-3,429,603,856,573
Free Cash Flow Growth,-,14.92%,170.81%,-35.28%,-,-,-,-,-
Free Cash Flow Margin,7.06%,12.74%,22.87%,7.32%,-0.04%,6.27%,10.92%,23.22%,7.80%
Free Cash Flow Per Share,0.46,0.76,2.53,0.86,-0.01,0.67,0.94,1.33,5.73
