Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,6.31,7.21,5,9.48,12.17,2.46,0.45,0,-0.01
Other Operating Activities,-6.45,-7.25,-5.11,-9.52,-12.35,-3.23,-2.23,-,0.01
Operating Cash Flow,-0.14,-0.04,-0.11,-0.04,-0.18,-0.76,-1.79,0,0
Change in Investments,0,0,0,0,0,0,-597.31,0,0
Investing Cash Flow,0,0,0,0,0,0,-597.31,0,0
Share Issuance / Repurchase,0,0,0,0,0,0,597.31,0,0
Debt Issued / Paid,0,0,0,0,0,0,-0.29,0,0
Other Financing Activities,-,-,-,-,-,-,-0.44,-,-
Financing Cash Flow,0,0,0,0,0,0,596.58,0,0
Net Cash Flow,-0.14,-0.04,-0.11,-0.04,-0.18,-0.76,-2.52,4,0
Free Cash Flow,-0.14,-0.04,-0.11,-0.04,-0.18,-0.76,-1.79,0,0
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-,-0.00,-0.02,-0.02,-,-
