Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.77,0.29,-0.08,0,-0,0,-0.01
Other Operating Activities,-0.8,-0.33,-0.38,-,0,-,0.01
Operating Cash Flow,-0.03,-0.03,-0.46,0,0,0,0
Share Issuance / Repurchase,0,0,112.7,0,0,0,0
Debt Issued / Paid,0,0,-0.25,0.06,0,0,0
Other Financing Activities,-,-,7.17,-0.06,-,-,-
Financing Cash Flow,0,0,119.62,0,0,0,0
Net Cash Flow,-0.03,-0.03,0.7,0,0,0,0
Free Cash Flow,-0.03,-0.03,-0.46,0,0,0,0
Free Cash Flow Per Share,-0.00,-0.00,-0.04,-,-,-,-
