Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,2.87,2.23,1.08,0.12,-0.09,-0,-0.02,-0
Other Operating Activities,-3.05,-2.27,-1.12,-0.16,-1.2,-0.03,-0.17,0.14
Operating Cash Flow,-0.18,-0.04,-0.05,-0.04,-1.29,-0.03,-0.18,0.14
Change in Investments,0,0,0,0,-294.69,0,0,-0.17
Investing Cash Flow,0,0,0,0,-294.69,0,0,-0.17
Share Issuance / Repurchase,0,0,0,0,297.15,0,0,0
Debt Issued / Paid,0,0,0,0,-0.25,0.03,0.18,0.03
Other Financing Activities,-,-,-,-,-0.3,-,-,-
Financing Cash Flow,0,0,0,0,296.59,0.03,0.18,0.03
Net Cash Flow,-0.18,-0.04,-0.05,-0.04,0.62,0,0,0
Free Cash Flow,-0.18,-0.04,-0.05,-0.04,-1.29,-0.03,-0.18,0.14
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.00,-0.07,-0.00,-0.03,0.02
