Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.41,9.74,11.17,10.01,15.78,4.03,3.89,-4.08,-12.64
Other Operating Activities,-2.88,-9.83,-11.27,-10.23,-16.39,-4.12,-4.03,4.08,11.92
Operating Cash Flow,-0.47,-0.08,-0.09,-0.22,-0.61,-0.09,-0.14,0,-0.72
Change in Investments,"1,032.03",0,0,0,0,0,0,0,"-1,035"
Investing Cash Flow,"1,032.03",0,0,0,0,0,0,0,"-1,035"
Share Issuance / Repurchase,"-1,032.03",0,0,0,0,0,0,0,"1,015.19"
Debt Issued / Paid,0.5,0,0,0,0,0,0,0,-0.3
Other Financing Activities,-,-,-,-,-,-,-,-,22.18
Financing Cash Flow,"-1,031.53",0,0,0,0,0,0,0,"1,037.07"
Net Cash Flow,0.03,-0.08,-0.09,-0.22,-0.61,-0.09,-0.14,0,1.35
Free Cash Flow,-0.47,-0.08,-0.09,-0.22,-0.61,-0.09,-0.14,0,-0.72
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-,-0.01
