Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,3.3,2.39,2.83,3.38,2.99,-1.95,-0.04
Other Operating Activities,-3.38,-2.47,-3.28,-3.6,-3.16,0.89,0.04
Operating Cash Flow,-0.08,-0.08,-0.44,-0.22,-0.17,-1.07,0
Share Issuance / Repurchase,0,0,0,0,0,248.7,0
Debt Issued / Paid,0,0,0,0,0,-0.16,0.03
Other Financing Activities,-,-,-,-0.09,-0.1,-5.15,-
Financing Cash Flow,0,0,0,-0.09,-0.1,243.39,0.03
Net Cash Flow,-0.08,0.13,-0.44,-0.31,-0.27,1.12,0.03
Free Cash Flow,-0.08,-0.08,-0.44,-0.22,-0.17,-1.07,0
Free Cash Flow Per Share,-0.00,-0.00,-0.01,-0.01,-0.01,-0.09,-
