Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,145,137,136,107,51,97,109,100,91,70,81,82,45,93,101,93,92,98,99,83,85,21.95,75.68,72.4,20.97,49.43,50.16,39.29,24.12,37.11,38.04,38.12,38.33,37.29,33.38,32.82,32.2,28.44,31.63,29.19,Upgrade
Depreciation & Amortization,21,19,19,20,15,11,-3,1,1,-8,0,1,4,12,13,13,7,27,25,33,24,28.65,23.96,19.12,17.28,15.94,19.17,14.13,11.76,12.54,9.54,10.15,11.73,11.11,12.72,7.95,8.34,8.92,6.4,7.27,Upgrade
Share-Based Compensation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,-0.01,-0,-0.72,-1.71,-0.15,0.13,-0.28,-0.02,0.19,0.49,-0.68,-0.52,-0.69,-0.28,-1.22,-0.05,-0.03,0,Upgrade
Other Operating Activities,-149,19,192,205,290,36,-24,-18,121,130,-6,-38,-256,15,108,-212,-84,-33,42,21,99,100.39,109.52,-198.01,-20.9,37.48,18.77,-49.51,56.26,-13.03,29.86,-11.82,14.9,18.42,30.54,13.93,202.48,44.54,25.39,137.42,Upgrade
Operating Cash Flow,19,177,349,334,358,146,84,85,215,194,77,47,-205,122,224,-104,17,94,168,139,210,153.7,211.15,-104.49,18.63,103.11,89.96,6.06,93.87,38.6,79.64,38.95,66.29,68.32,77.95,56.43,244.12,81.85,63.39,173.87,Upgrade
Operating Cash Flow Growth,-94.69%,21.23%,315.48%,292.94%,66.51%,-24.74%,9.09%,80.85%,-,59.02%,-65.63%,-,-,29.79%,33.33%,-,-91.90%,-38.84%,-20.44%,-,1027.09%,49.06%,134.73%,-,-80.15%,167.11%,12.95%,-84.44%,41.61%,-43.50%,2.17%,-30.99%,-72.85%,-16.53%,22.97%,-67.54%,804.90%,27.70%,17.53%,188.90%,Upgrade
Capital Expenditures,-33,-17,-28,-23,-27,-15,-11,-24,-8,-8,-13,-12,-8,-15,-10,-11,-10,-16,-9,-1,-9,-10.22,-11.95,-11.65,-23.19,-22.93,-9.76,-13.43,-13.88,-2.42,1.35,-2.45,-6.2,-7.66,-4.56,-1.98,-6.04,-7.14,-5.89,-3.64,Upgrade
Acquisitions,0,113,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,-7,141,0,0,0.04,0,-0.72,197.68,0.24,0,198.91,46.85,-3.53,148.16,0,0,-0.06,32.98,0.09,26.96,99.65,0,41.99,Upgrade
Change in Investments,-284,-738,-797,"-1,619",6,-762,251,384,32,461,246,"-2,244",-244,-345,-359,46,-418,-388,-562,-597,-472,-404.76,-477.23,-294.49,-442.52,-445.25,-364.78,-630.98,12.01,-509.66,-214.73,-333.72,-219.45,-368.89,-457.96,-508.02,-465.08,-209.59,-202.77,-229.76,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-,-,-1,-,1,-,-,-5,-4,-,-,-,-,-,-24.9,-19.3,-5.81,-,-0.42,-,-16.52,-0.06,-,-,-0.02,-0.01,3.25,22.43,-0.02,-3.72,-,0.01,-5.02,Upgrade
