Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,-1.08,1,2.85,6.67,-1.1,5.98,-4.3,11.04,-6.05
Other Operating Activities,0.85,-1.32,-3.09,-6.84,0.95,-6.1,3.73,-11.22,5.47
Operating Cash Flow,-0.24,-0.31,-0.24,-0.16,-0.15,-0.12,-0.57,-0.18,-0.58
Change in Investments,180.69,0,0,0,0,0,0,0,-230
Investing Cash Flow,180.69,0,0,0,0,0,0,0,-230
Share Issuance / Repurchase,-180.86,0,0,0,0,0,0,0,237.38
Other Financing Activities,1.1,-,-,-0.07,-,-,-,-,-5.07
Financing Cash Flow,-179.76,0,0,-0.07,0,0,0,0,232.31
Net Cash Flow,0.69,0.09,-0.24,-0.23,-0.15,-0.12,-0.57,-0.18,1.72
Free Cash Flow,-0.24,-0.31,-0.24,-0.16,-0.15,-0.12,-0.57,-0.18,-0.58
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,-0.02,-0.01,-0.12
