Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,-2.11,-0.93,-3.74,-1.91,-1.22,-0.31,-0
Other Operating Activities,1.4,0.45,3.36,1.54,0.92,-0.02,0
Operating Cash Flow,-0.71,-0.47,-0.38,-0.36,-0.3,-0.32,0
Other Investing Activities,154.91,-,-,-,-,-,-
Investing Cash Flow,154.91,0,0,0,0,0,0
Share Issuance / Repurchase,0,0,0,0,4,0,0
Debt Issued / Paid,0.6,0,0,0,0,0,0
Other Financing Activities,-154.91,-,-,-,-4,-,-
Financing Cash Flow,-154.31,0,0,0,-0,0,0
Net Cash Flow,-0.11,-0.47,-0.38,-0.36,-0.31,1.66,0
Free Cash Flow,-0.71,-0.47,-0.38,-0.36,-0.3,-0.32,0
Free Cash Flow Per Share,-0.03,-0.02,-0.01,-0.01,-0.02,-0.02,-
