Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,2.87,1.94,3.46,8.32,0.74,1.48,-3.05
Other Operating Activities,1.3,-2.25,-3.6,-8.61,-0.73,-1.61,2.09
Operating Cash Flow,4.16,-0.31,-0.14,-0.29,0.01,-0.12,-0.96
Operating Cash Flow Growth,37017.23%,-,-,-,-,-,-
Change in Investments,-4.2,0.27,0,0.01,0,0,0
Investing Cash Flow,-4.2,0.27,0,0.01,0,0,0
Share Issuance / Repurchase,0,0,0,0,-8.92,0,0
Debt Issued / Paid,0,0,0,0,-0.03,-0.15,0
Other Financing Activities,-,-,-,-,8.76,0.18,-
Financing Cash Flow,0,0,0,0,-0.19,0.03,0
Net Cash Flow,-0.03,-0.04,-0.13,-0.29,-0.18,-0.09,1.24
Free Cash Flow,4.16,-0.31,-0.14,-0.29,0.01,-0.12,-0.96
Free Cash Flow Growth,37017.23%,-,-,-,-,-,-
Free Cash Flow Per Share,0.12,-0.01,-0.00,-0.01,0.00,-0.00,-0.17
