Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-0.15,-0.34,-0.36,-0.14,-0.14,-0.11,-0,-0
Other Operating Activities,0.01,-0.17,0.13,-0.02,-0.16,0.09,-0,-
Operating Cash Flow,-0.14,-0.51,-0.23,-0.16,-0.29,-0.02,-0.01,-0
Change in Investments,36.17,0,0,0,0,-42,0,0
Investing Cash Flow,36.17,0,0,0,0,-42,0,0
Share Issuance / Repurchase,-36.11,0,0,0,0,44.23,3.19,0.03
Debt Issued / Paid,0.05,0.5,0,0,0,-0.18,-0.02,0.2
Other Financing Activities,-,-,-,-,-,-1.28,-0.01,-0.18
Financing Cash Flow,-36.06,0.5,0,0,0,42.77,3.17,0.04
Net Cash Flow,-0.03,-0.01,-0.23,-0.16,-0.29,0.76,-0.03,0.04
Free Cash Flow,-0.14,-0.51,-0.23,-0.16,-0.29,-0.02,-0.01,-0
Free Cash Flow Per Share,-0.03,-0.09,-0.04,-0.03,-0.09,-0.00,-0.01,-0.00
