Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+27 Quarters
Net Income,11.83,23.93,29.24,32.76,20.59,36.33,22.94,31.41,33.72,29.35,22.63,25.08,0.71,27.18,25.61,23.25,22.71,15.96,16.32,16.96,18.03,13.05,14.22,7.68,7.93,10.77,9.13,5.33,3.97,6.04,4.44,5.81,5.86,-1.52,3,1.92,2.3,0.59,44.2,2.02,Upgrade
Depreciation & Amortization,1.86,2.05,1.47,1.97,0.99,1.31,1.14,1.03,1.1,1.09,0.91,1.09,1.27,1.05,1.03,1.02,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Share-Based Compensation,2.64,4.54,2.5,2.7,1.42,1.19,3.23,2.5,1.76,1.83,1.95,1.52,2,1.47,1.75,1.9,2.13,2.22,1.98,2.17,1.45,1.48,1.25,1.23,1.32,0.88,1.47,1.13,0.67,2.86,0,0,0,1.3,0,0,0,0,0,0,Upgrade
Other Operating Activities,-3.29,17.98,15.81,6.38,31.54,10.97,-4.26,-0.32,10.52,10.1,-37.63,-21.95,20.7,12.74,-2.5,3.18,-5.78,26.57,4.95,9.92,13.07,-14.06,6.84,0.47,7.52,7.95,5.62,4.02,11.07,-6.43,10.06,3.77,-2.88,15.5,0.89,-4.97,3.53,2.08,-26.29,7.43,Upgrade
Operating Cash Flow,13.05,48.5,49.02,43.81,54.53,49.81,23.05,34.62,47.1,42.37,-12.15,5.74,24.69,42.44,25.88,29.34,20.08,44.76,23.25,29.05,32.55,0.47,22.31,9.37,16.76,19.6,16.22,10.48,15.71,2.46,14.5,9.58,2.98,15.28,3.89,-3.05,5.83,3.93,18.86,10.39,Upgrade
Operating Cash Flow Growth,-76.08%,-2.63%,112.68%,26.55%,15.79%,17.55%,-,503.07%,90.79%,-0.16%,-,-80.44%,22.92%,-5.18%,11.32%,1.01%,-38.31%,9504.08%,4.23%,209.90%,94.20%,-97.62%,37.52%,-10.58%,6.72%,695.66%,11.89%,9.48%,427.97%,-83.88%,272.65%,-,-48.97%,289.15%,-79.37%,-,-65.06%,-,-,343.28%,Upgrade
Capital Expenditures,-5.81,-0.85,-9.25,-1.72,-0.83,-2.63,-1,-0.36,-0.34,-0.21,-0.49,-0.31,-0.57,-0.27,-0.77,-0.64,-0.85,-0.46,-1.08,-1.19,-1.29,-1.46,-1.27,-1.28,-1.7,-0.95,-1.79,-2.19,-1.12,-0.63,-1.82,-2.73,-3.92,-3.38,-0.99,-0.42,-1.3,-0.58,-0.33,-1.07,Upgrade
Acquisitions,141.67,72.81,0,0,208.93,0,98.1,0,0,0,38.08,0,33.88,0,0,0,0,22.35,0,0,21.33,-6.4,-0.01,30.23,-6.18,0,-24.93,258.93,1.54,0,32.93,0,0,111,0,0,0,0,0,0,Upgrade
Change in Investments,56.86,295.09,-272.76,-286.14,-386.31,-275.88,-266.09,6.65,85.95,31.84,-54.08,-472.35,75.75,-248.89,-84.85,-78.76,72.95,-42.55,-40.54,-33.3,-112.18,62.71,-82.28,-164.35,-53.27,-198.04,-96.97,-342.07,-72.14,-93.69,35.63,-111.24,-31.2,-153.74,-164.92,-33.42,-22.02,-40.79,11.71,-73.45,Upgrade
Other Investing Activities,-,16.73,-,-0.27,-0.32,-4.78,-25.82,-25.66,-0.65,7.97,-2,-,-,6.51,1.84,-,12.38,10.07,-,-,4.23,4.56,-28.2,0.91,2.42,-37.04,0.78,2.67,1.54,1.07,1.68,1.18,1.83,-29.21,1.06,0.84,1.38,0.53,4.86,2.08,Upgrade
