Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-0.74,3.4,2.03,1.3,-1.24,5.78,-2.8,3.38
Other Operating Activities,0.42,-3.66,-2.68,-1.49,1.14,-6.01,2.64,-4.94
Operating Cash Flow,-0.32,-0.26,-0.65,-0.2,-0.1,-0.22,-0.16,-1.55
Change in Investments,0,0,0,0,0,0,0,-345
Investing Cash Flow,0,0,0,0,0,0,0,-345
Share Issuance / Repurchase,0,0,0,0,0,0,0,338.6
Debt Issued / Paid,0.23,0,1,0,0,0,0,-0.09
Other Financing Activities,-,-,-,-,-,-,-,8.81
Financing Cash Flow,0.23,0,1,0,0,0,0,347.32
Net Cash Flow,-0.1,-0.26,0.35,-0.2,-0.1,-0.22,-0.16,0.76
Free Cash Flow,-0.32,-0.26,-0.65,-0.2,-0.1,-0.22,-0.16,-1.55
Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.00,-0.01,-0.00,-0.08
