Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.85,8.17,-0.47,-0.65,1.97,-1.68,-1.13,-0.27
Other Operating Activities,-3.83,1.19,0.14,0.01,-0.75,1.39,1,-0.27
Operating Cash Flow,-2.98,9.36,-0.33,-0.65,1.21,-0.29,-0.13,-0.54
Change in Investments,232.44,0.14,0.27,0,0,0,0,-258.75
Investing Cash Flow,232.44,0.14,0.27,0,0,0,0,-258.75
Share Issuance / Repurchase,-232.17,0,0,0,0,0,-6.82,260.5
Other Financing Activities,-,-,-,-,-,-,6.82,-0.5
Financing Cash Flow,-232.17,0,0,0,0,0,-0,260
Net Cash Flow,-2.71,9.5,-0.06,-0.65,1.21,-0.29,-0.13,0.71
Free Cash Flow,-2.98,9.36,-0.33,-0.65,1.21,-0.29,-0.13,-0.54
Free Cash Flow Per Share,-0.10,0.28,-0.01,-0.02,0.04,-0.01,-0.00,-0.05
