Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,65.75,79.27,68.31,67.43,61.73,59.32,73.02,62.4,70.47,48.69,61.61,39.56,26.05,47.79,62.11,59.78,56.66,58.08,65.63,35.2,49.48,34,48.91,45.47,43.38,42.15,41.47,39.75,38.26,38.54,34.25,36.68,40.04,37.95,38.57,39.6,41.78,42.08,39.95,40.58,Upgrade
Depreciation & Amortization,7.99,8.26,8.35,7.63,7.69,8.3,7.02,7.08,6.99,7.28,7.46,7.3,7.29,7.36,8.13,7.14,7,6.73,6.84,7.25,7.33,7.08,7.04,6.94,7.03,6.86,6.74,6.86,6.95,7.31,6.39,6.67,7.49,6.46,6.37,6.04,6.94,7.58,7.12,6.94,Upgrade
Share-Based Compensation,1.67,3.83,3.79,3.74,2.64,2.21,2.19,2.1,1.9,2.13,1.87,1.91,1.62,1.96,2.11,1.79,1.56,1.96,1.82,2.67,1.51,1.87,1.57,1.04,0.73,0.84,1.52,1.8,1.43,1.45,1.51,1.72,1.06,1.53,1.29,1.96,1.01,1.08,0.89,2.3,Upgrade
Other Operating Activities,-32.01,-14.88,451.89,10.74,-182.39,-52.3,3.79,-43.97,121.46,64.76,-6.11,-34.36,-81.84,27.08,-107.66,-28.13,-26.95,-2.65,23.56,17.89,13.51,29.27,70.33,-35.56,18.66,32.39,19.99,-8.4,-12.52,-5.1,15.89,1.59,-17.93,16.9,7.3,-13.71,10.74,27.68,32.96,28.82,Upgrade
Operating Cash Flow,45.96,79.05,534.91,92.09,-107.78,20.1,88.59,30.17,203.41,124.99,64.83,14.42,-46.88,84.18,-35.31,40.58,38.27,64.13,97.86,63.01,71.83,72.23,127.84,17.89,69.8,82.24,69.72,40.01,34.11,42.2,58.04,46.65,30.66,62.83,53.52,33.89,60.47,78.42,80.92,78.64,Upgrade
Operating Cash Flow Growth,-,293.27%,503.81%,205.23%,-,-83.92%,36.64%,109.31%,-,48.48%,-,-64.47%,-,31.27%,-,-35.60%,-46.72%,-11.21%,-23.45%,252.30%,2.90%,-12.17%,83.36%,-55.29%,104.66%,94.90%,20.12%,-14.24%,11.26%,-32.84%,8.45%,37.67%,-49.31%,-19.88%,-33.86%,-56.91%,-4.98%,-21.94%,30.25%,10.81%,Upgrade
Capital Expenditures,-2.44,-11.22,-3.78,-0.84,-5.41,-0.33,-6.7,-6.22,-4.43,-1.69,-4.67,-9.86,-4.02,-9.92,-1.1,-11.33,-11.36,-10.03,-7.88,-7.13,-14.84,-8.33,-11.03,-8.33,-5.4,3.35,-5.89,-7.66,-9.47,-7.13,-5.29,-7.11,-7.58,-7.73,-5.33,-5.25,-6.26,-5.47,-9.47,-4.07,Upgrade
Acquisitions,0,-0.02,-21.8,0,0,-2.27,0,0.29,33.96,-1.88,0,0,0,-1.27,0,0,-3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Change in Investments,-335.58,-599.43,-233.37,-379.69,-283.51,-237.1,249.71,139.61,-380.49,-103.57,-450.21,"-1,401.01",-522.56,-385.19,-133.34,-184.41,-151.52,-295.99,-207.15,-166.36,-31.34,75.32,-535.04,-368.04,-274.47,-342.18,-245.88,-269.69,-160.19,-96.41,-460.89,-26.75,-206.87,25.79,-273.41,-64.28,61.01,70.58,-37.58,-353.76,Upgrade
Other Investing Activities,-,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
