Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,1.38,8.46,9.75,12.78,2.45,19.18,-10.69,-5.18,-0.01
Other Operating Activities,-3.29,-8.94,-9.96,-13.34,-2.57,-19.3,10.44,3.59,0.01
Operating Cash Flow,-1.91,-0.48,-0.21,-0.56,-0.12,-0.12,-0.24,-1.6,-0
Change in Investments,778.21,0.67,0,0,0,0,0,-862.5,0
Investing Cash Flow,778.21,0.67,0,0,0,0,0,-862.5,0
Share Issuance / Repurchase,-776.54,0,0,0,0,0,0,881.75,0.03
Debt Issued / Paid,0,0.75,0,0,0,0,1.5,-0.26,0.17
Other Financing Activities,-,-,-,-,-,-,-0.25,-17.37,-0.15
Financing Cash Flow,-776.54,0.75,0,0,0,0,1.25,864.12,0.05
Net Cash Flow,-0.25,0.95,-0.21,-0.56,-0.12,-0.12,1.01,0.02,0.05
Free Cash Flow,-1.91,-0.48,-0.21,-0.56,-0.12,-0.12,-0.24,-1.6,-0
Free Cash Flow Per Share,-0.02,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-0.02,-
