Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.84,0.03,-0.67,3.69,-0.22,0.58,0.44,1.52
Other Operating Activities,-0.98,-0.13,0.82,-3.7,-0.2,-0.91,-0.63,-1.94
Operating Cash Flow,-0.14,-0.1,0.15,-0.01,-0.43,-0.32,-0.19,-0.43
Change in Investments,0.12,8.36,-0.02,90.05,-0,-0,-5.11,-101
Investing Cash Flow,0.12,8.36,-0.02,90.05,-0,-0,-5.11,-101
Share Issuance / Repurchase,0,-8.29,-0,-90.33,4.07,0,5.01,98.56
Other Financing Activities,-,-,-,-,-3.71,-,-,3.85
Financing Cash Flow,0,-8.29,-0,-90.33,0.36,0,5.01,102.41
Net Cash Flow,-0.02,-0.03,0.13,-0.29,-0.07,-0.33,-0.3,0.99
Free Cash Flow,-0.14,-0.1,0.15,-0.01,-0.43,-0.32,-0.19,-0.43
Free Cash Flow Per Share,-0.02,-0.02,0.03,-0.00,-0.03,-0.02,-0.01,-0.11
