Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+25 Quarters
Net Income,57.97,67.69,64.03,62.11,57.61,53.72,52.5,50,51.46,50.95,43.36,40.42,34.78,41.01,37.56,35.6,35.01,36.21,34.56,33.51,32.6,21.12,25.26,24.13,22.52,21.71,20.91,18.85,19.96,19.73,16.23,14.35,12.96,14.92,13.9,11.47,11.66,11.75,10.71,9.59,Upgrade
Depreciation & Amortization,1.07,0.95,1.06,1.04,1.08,1.11,1.11,1.08,1.08,1.11,1.01,0.99,0.99,0.98,1,1,0.99,0.9,0.94,0.92,0.9,0.36,0.85,0.82,0.82,0.59,0.81,0.84,0.82,0.68,0.61,0.72,0.59,0.34,0.5,0.5,0.5,0.49,0.45,0.59,Upgrade
Share-Based Compensation,0.81,0.82,0.8,0.8,0.79,0.55,0.46,0.56,0.29,0.36,0.34,0.35,0.28,0.32,0.29,0.21,0.28,0.17,0.2,0.24,0.24,0.25,0.29,0.29,0.34,0.27,0.29,0.3,0.34,0.41,0.29,1.26,-0.69,1.16,-0.23,1.87,0.88,0.3,0.07,0.32,Upgrade
Other Operating Activities,-4.7,4.36,6.89,-7.24,9.78,15.39,12,11.03,13.93,21.33,-31.85,10.61,16.19,19.11,2.65,-17.18,5.4,14.95,3.28,3.49,5.15,15.53,8.51,-8.22,5.53,5.29,7.73,-6.38,6.15,3.82,9.34,-3.22,-1.07,6.45,-11.1,6.11,5.73,7.26,2.94,8.23,Upgrade
Operating Cash Flow,55.15,73.84,72.79,56.73,69.27,70.8,66.08,62.69,66.76,73.79,12.87,52.4,52.23,61.44,41.5,19.66,41.67,52.26,38.97,38.19,38.89,37.29,34.91,17.05,29.21,27.88,29.74,13.62,27.27,24.66,26.51,13.22,11.88,22.98,3.18,20.07,18.86,19.92,14.27,18.84,Upgrade
Operating Cash Flow Growth,-20.38%,4.29%,10.15%,-9.51%,3.75%,-4.05%,413.57%,19.64%,27.81%,20.10%,-69.00%,166.57%,25.33%,17.58%,6.49%,-48.52%,7.17%,40.12%,11.65%,123.96%,33.10%,33.76%,17.36%,25.15%,7.11%,13.08%,12.20%,3.03%,129.62%,7.27%,734.17%,-34.10%,-37.01%,15.41%,-77.73%,6.53%,-10.96%,7.07%,-,226.96%,Upgrade
Capital Expenditures,-1.31,-1.72,-0.66,-0.61,-0.67,-0.39,5.74,-12.28,-2.52,-0.74,-0.63,-0.52,-0.42,-0.83,-0.3,-0.46,-0.76,-0.77,-0.45,-0.52,-0.56,-4.08,-4.09,-6.14,-6.84,-14.4,-2.54,-2.98,-2.29,-1.18,-3.91,-0.14,-0.3,-0.2,-0.71,-0.23,-0.16,-0.32,-0.21,-0.51,Upgrade
Acquisitions,0,-0.43,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-12.88,0,1.53,-1.53,0,0,0,0,Upgrade
Change in Investments,87.29,-380.24,-631.28,-912.94,-718.2,"-1,082.98",-156.06,-197.48,-117.77,59.65,-263.8,-780.88,-365.91,-321.4,-91.77,-332,-167.27,-182.41,-236.04,-229.69,-107.85,-251.32,-291.05,-186.67,-283.59,-368.79,-149.28,-188.32,-114.39,-213.51,-183.33,-258.13,-79.91,-199.93,-117.17,-130.01,-92.22,-139.51,-176.27,-147.47,Upgrade
Other Investing Activities,-,1.4,1.86,1.05,0.04,1.74,0.15,0.18,0.58,-19.61,-39.07,0.4,0.45,-54.29,-19.32,-,0.05,2.25,0.32,0.38,0.87,0,-0.02,-8.88,0.43,-0.31,-9.93,-9.44,1.01,-1.18,1.92,0.65,1.93,1.01,-14.91,2.66,2.78,2.41,-7.24,1.03,Upgrade
