Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-0.85,0.67,-0.31,7.29,1.1,1.15,-0.48,-0.01
Other Operating Activities,0.39,-0.75,0.06,-7.56,-1.55,-1.43,-0.66,-
Operating Cash Flow,-0.45,-0.08,-0.25,-0.27,-0.46,-0.28,-1.14,-0.01
Change in Investments,0,-0.73,0,0,0,0,0,0
Investing Cash Flow,0,-0.73,0,0,0,0,0,0
Share Issuance / Repurchase,0,0.73,-110.82,0,0,0,181.3,0.03
Debt Issued / Paid,0,0,0,0,0,-0.1,0,0.1
Other Financing Activities,-0.03,-0.07,-,-,-0.01,-0.04,6.93,-0.05
Financing Cash Flow,-0.03,0.66,-110.82,0,-0.01,-0.14,188.23,0.08
Net Cash Flow,-0.48,-0.15,-0.25,-0.27,-0.47,-0.42,2.09,0.07
Free Cash Flow,-0.45,-0.08,-0.25,-0.27,-0.46,-0.28,-1.14,-0.01
Free Cash Flow Per Share,-0.03,-0.01,-0.01,-0.01,-0.03,-0.01,-0.17,-0.00
