Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31
Net Income,1.15,0.9,0.14,-0.5,-1.11,-0.07
Other Operating Activities,-1.35,-1.08,-0.24,0.22,0.16,-0.01
Operating Cash Flow,-0.2,-0.18,-0.09,-0.28,-0.94,-0.08
Change in Investments,0,0,0,0,-235.75,0
Investing Cash Flow,0,0,0,0,-235.75,0
Share Issuance / Repurchase,0,0,0,0,225.4,0
Debt Issued / Paid,0,0,0,0,-0.2,0.16
Other Financing Activities,-,-,-,-,13.09,-0.27
Financing Cash Flow,0,0,0,0,238.29,-0.11
Net Cash Flow,-0.2,-0.18,-0.09,-0.28,1.6,-0.02
Free Cash Flow,-0.2,-0.18,-0.09,-0.28,-0.94,-0.08
Free Cash Flow Per Share,-0.01,-0.01,-0.00,-0.01,-0.04,-0.02
