Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.93,3.67,1.87,0.43,-0.17,-0.32,-0.22,-0.33,-0.11
Other Operating Activities,-3.3,-3.7,-1.95,-0.58,0.01,0.21,0.11,0.05,-0.53
Operating Cash Flow,-0.37,-0.03,-0.07,-0.16,-0.16,-0.12,-0.11,-0.28,-0.64
Change in Investments,419.97,0,0,0,0,0,0,0,-450
Investing Cash Flow,419.97,0,0,0,0,0,0,0,-450
Share Issuance / Repurchase,-419.97,0,0,0,0,0,0,0,452
Debt Issued / Paid,0.35,0,0,0.3,0,0,0,0,0
Other Financing Activities,-,-,-,-,-,-,-,-,-0.63
Financing Cash Flow,-419.62,0,0,0.3,0,0,0,0,451.37
Net Cash Flow,-0.02,-0.03,-0.07,0.14,-0.16,-0.12,-0.11,-0.28,0.73
Free Cash Flow,-0.37,-0.03,-0.07,-0.16,-0.16,-0.12,-0.11,-0.28,-0.64
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.03
