Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,-0.03,-5.12,0.72,5.02,0.11,3.03,0.66,-0.3
Other Operating Activities,-0.69,4.74,-1.23,-5.44,-0.25,-3.1,-0.77,-0.37
Operating Cash Flow,-0.72,-0.38,-0.51,-0.43,-0.13,-0.07,-0.11,-0.67
Change in Investments,0.72,0.03,0.15,0,0,0,0,-222.34
Investing Cash Flow,0.72,0.03,0.15,0,0,0,0,-222.34
Share Issuance / Repurchase,0,0,0,0,-0,0,0,228.78
Debt Issued / Paid,0,0.5,0.6,0,0,0,0,0
Other Financing Activities,-,-,-,-,-,-,-0.02,-4.87
Financing Cash Flow,0,0.5,0.6,0,-0,0,-0.02,223.92
Net Cash Flow,-0,0.16,0.24,-0.43,-0.13,-0.07,-0.13,0.91
Free Cash Flow,-0.72,-0.38,-0.51,-0.43,-0.13,-0.07,-0.11,-0.67
Free Cash Flow Per Share,-0.03,-0.01,-0.02,-0.01,-0.01,-0.00,-0.00,-0.08
