Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,1.72,2.37,3.35,3.2,2.97,0.17,10.64,-3.28,-0.04
Other Operating Activities,-2,-2.75,-3.34,-3.76,-3.54,-0.43,-10.83,2.38,0.04
Operating Cash Flow,-0.28,-0.38,0.01,-0.56,-0.57,-0.27,-0.19,-0.89,0
Share Issuance / Repurchase,0,0,0,0,0,0,0,355.9,0
Debt Issued / Paid,0,0,0,0,0,0,0,-0.21,0
Other Financing Activities,-,-,-,-,-0.09,-,-0.01,-6.88,-
Financing Cash Flow,0,0,0,0,-0.09,0,-0.01,348.8,0
Net Cash Flow,-0.28,-0.38,0.01,-0.56,-0.65,-0.27,-0.2,2.91,0
Free Cash Flow,-0.28,-0.38,0.01,-0.56,-0.57,-0.27,-0.19,-0.89,0
Free Cash Flow Per Share,-0.01,-0.01,-,-0.01,-0.01,-0.01,-0.00,-0.04,-
