Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.35,1.14,2.69,7.39,-3.65,4.23,4.63,-0.38
Other Operating Activities,-2.6,-1.18,-3,-7.57,3.44,-4.34,-5.51,0.36
Operating Cash Flow,-0.25,-0.04,-0.31,-0.18,-0.21,-0.1,-0.88,-0.02
Change in Investments,0,0,0,0,0,0,-25,-250
Investing Cash Flow,0,0,0,0,0,0,-25,-250
Share Issuance / Repurchase,0,0,0,0,0,0,25,245
Debt Issued / Paid,0.25,0.04,0.31,0,0,0,0,0
Other Financing Activities,-,-,-,-,-,-,-,6.42
Financing Cash Flow,0.25,0.04,0.31,0,0,0,25,251.42
Net Cash Flow,-0,-0,-0,-0.18,-0.21,-0.1,-0.88,1.4
Free Cash Flow,-0.25,-0.04,-0.31,-0.18,-0.21,-0.1,-0.88,-0.02
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.01,-0.01,-0.00,-0.03,-0.00
