Metrics,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,-0.49,0,-0.19,-0.24,-0.24,-0.22,0,-0.01
Other Operating Activities,0.26,-0.1,-0.09,0.18,0.11,-0.14,-,0.01
Operating Cash Flow,-0.24,-0.1,-0.28,-0.06,-0.14,-0.36,0,-0
Change in Investments,-1.15,0,0,0,0,0,0,0
Investing Cash Flow,-1.15,0,0,0,0,0,0,0
Share Issuance / Repurchase,0,0,0,0,0,117.65,0,0
Debt Issued / Paid,1.43,1.15,0,0,0,-0.25,0.15,0.09
Other Financing Activities,1.15,-1.15,-,-,116.15,-116.46,-0.15,-0.09
Financing Cash Flow,2.58,0,0,0,116.15,0.95,0,0
Net Cash Flow,0.04,-0.1,-0.28,-0.06,-0.14,0.58,0,0
Free Cash Flow,-0.24,-0.1,-0.28,-0.06,-0.14,-0.36,0,-0
Free Cash Flow Per Share,-0.02,-0.01,-0.02,-0.01,-0.01,-0.03,-,-
