Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,0.95,0.29,2.75,6.45,2.12,4.7,0.03,11.07
Other Operating Activities,-1.45,-0.42,-3.28,-7.83,-2.46,-5.21,-0.31,-12.15
Operating Cash Flow,-0.5,-0.13,-0.52,-1.38,-0.34,-0.51,-0.28,-1.08
Change in Investments,324.44,0.32,0,0,0,0,0,-400
Investing Cash Flow,324.44,0.32,0,0,0,0,0,-400
Share Issuance / Repurchase,-324.36,0,0,0,0,0,0,410
Debt Issued / Paid,0.2,0,0.5,1.4,0.35,0.47,0.1,-0.19
Other Financing Activities,-,-,-,-,-,-,-,-8.47
Financing Cash Flow,-324.16,0,0.5,1.4,0.35,0.47,0.1,401.34
Net Cash Flow,-0.22,0.19,-0.02,0.02,0.01,-0.04,-0.18,0.26
Free Cash Flow,-0.5,-0.13,-0.52,-1.38,-0.34,-0.51,-0.28,-1.08
Free Cash Flow Per Share,-0.01,-0.00,-0.01,-0.03,-0.01,-0.01,-0.01,-0.03
